,Unnamed: 0,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
1046,398,NOLSM5342021534,3,Implantation,1.68E+16,1.60E+17,1.38E+17,3.00E+17,6.00E+17,32302.568,104.247,929,156,20,48,08-03-2019
1047,399,NOLSM5352022535,1,Implantation,1.80E+16,1.49E+17,1.38E+17,3.00E+17,6.00E+17,32302.655,104.49,925,157,20,49,08-03-2019
1048,400,NOLSM5362023536,2,Implantation,2.18E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32300.28,104.234,926,156,20,50,08-03-2019
1049,401,NOLSM5372024537,3,Implantation,1.25E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32298.299,104.196,922,156,20,51,08-03-2019
1050,402,NOLSM5382025538,1,Implantation,1.46E+16,2.46E+16,1.38E+17,3.01E+17,6.00E+17,32299.462,103.987,926,156,20,52,08-03-2019
1051,403,NOLSM5392026539,2,Implantation,6.43E+15,6.43E+16,2.93E+17,3.00E+17,6.00E+17,32299.684,104.527,931,157,20,53,08-03-2019
1052,404,NOLSM5402027540,3,Implantation,1.70E+16,4.15E+16,1.38E+17,3.00E+17,6.00E+17,32302.118,104.586,929,157,20,54,08-03-2019
1053,405,NOLSM514201,3,Implantation,1.85E+16,6.32E+16,1.38E+17,3.00E+17,6.00E+17,32301.028,102.218,907,153,20,1,08-03-2019
1054,406,NOLSM515202,3,Implantation,2.14E+16,1.91E+17,1.38E+17,3.00E+17,6.00E+17,32301.566,102.284,912,153,20,2,08-03-2019
1055,407,NOLSM516203,2,Implantation,2.81E+15,1.87E+16,6.39E+16,3.00E+17,6.00E+17,32299.398,103.155,907,155,20,3,08-03-2019
1056,408,NOLSM517204,1,Implantation,7.68E+15,7.68E+16,1.38E+17,2.98E+17,6.00E+17,32297.597,102.491,923,154,20,4,08-03-2019
1057,409,NOLSM518205,1,Implantation,1.35E+16,1.47E+16,1.38E+17,3.01E+17,6.00E+17,32298.998,104.3,919,156,20,5,08-03-2019
1058,410,NOLSM519206,2,Implantation,1.04E+16,1.67E+16,1.38E+17,3.00E+17,6.00E+17,32298.324,103.594,919,155,20,6,08-03-2019
1059,411,NOLSM520207,3,Implantation,4.51E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32301.632,103.396,917,155,20,7,08-03-2019
1060,412,NOLSM521208,2,Implantation,6.35E+15,3.42E+16,1.38E+17,2.98E+17,6.00E+17,32300.207,103.917,921,156,20,8,08-03-2019
1061,413,NOLSM522209,1,Implantation,5.82E+15,4.18E+16,1.38E+17,3.01E+17,6.00E+17,32296.267,104.578,920,157,20,9,08-03-2019
1062,414,NOLSM5232010,1,Implantation,3.92E+15,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32299.096,103.946,926,156,20,10,08-03-2019
1063,415,NOLSM5242011,2,Implantation,1.32E+16,6.51E+16,1.38E+17,2.99E+17,6.00E+17,32301.184,104.294,926,156,20,11,08-03-2019
1064,416,NOLSM5252012,3,Implantation,8.59E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.768,103.934,917,156,20,12,08-03-2019
1065,417,NOLSM5262013,3,Implantation,9.4E+15,2.13E+16,1.38E+17,3.01E+17,6.00E+17,32299.45,103.629,923,155,20,13,08-03-2019
1066,418,NOLSM5272014,2,Implantation,9.46E+15,7.49E+16,1.38E+17,3.00E+17,6.00E+17,32300.321,103.98,925,156,20,14,08-03-2019
1067,419,NOLSM5282015,1,Implantation,1.68E+16,1.67E+17,1.38E+17,3.02E+17,6.00E+17,32298.304,104.293,928,156,20,15,08-03-2019
1068,420,NOLSM5292016,1,Implantation,8.59E+15,1.98E+16,4.29E+16,2.99E+17,6.00E+17,32298.664,104.627,928,157,20,16,08-03-2019
1069,421,NOLSM5302017,2,Implantation,1.54E+16,5.11E+16,1.38E+17,2.99E+17,6.00E+17,32298.65,104.337,927,157,20,17,08-03-2019
1070,422,NOLSM5312018,3,Implantation,5.08E+15,5.32E+15,7.89E+16,2.97E+17,6.00E+17,32299.38,104.284,927,156,20,18,08-03-2019
1071,423,NOLSM5322019,3,Implantation,1.63E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32296.996,104.359,926,157,20,19,08-03-2019
1072,424,NOLSM5332020,2,Implantation,1.23E+16,1.06E+17,1.38E+17,3.00E+17,6.00E+17,32300.456,104.261,925,156,20,20,08-03-2019
1073,425,NOLSM5342021,1,Implantation,1.68E+16,1.60E+17,1.38E+17,3.00E+17,6.00E+17,32302.568,104.247,929,156,20,21,08-03-2019
1074,426,NOLSM5352022,1,Implantation,1.80E+16,1.49E+17,1.38E+17,3.00E+17,6.00E+17,32302.655,104.49,925,157,20,22,08-03-2019
1075,427,NOLSM5362023,2,Implantation,2.18E+16,9.24E+16,1.38E+17,2.98E+17,6.00E+17,32300.28,104.234,926,156,20,23,08-03-2019
1076,428,NOLSM5372024,3,Implantation,1.25E+16,9.24E+16,1.38E+17,2.99E+17,6.00E+17,32298.299,104.196,922,156,20,24,08-03-2019
1077,429,NOLSM5382025,2,Implantation,1.46E+16,2.46E+16,1.38E+17,3.01E+17,6.00E+17,32299.462,103.987,926,156,20,25,08-03-2019
1078,430,NOLSM5392026,1,Implantation,6.43E+15,6.43E+16,2.93E+17,3.00E+17,6.00E+17,32299.684,104.527,931,157,20,26,08-03-2019
1079,431,NOLSM5402027,1,Implantation,1.70E+16,4.15E+16,1.38E+17,3.00E+17,6.00E+17,32302.118,104.586,929,157,20,27,08-03-2019
0,432,NOLSM1111,1,Implantation,1.00E+16,1.35E+17,1.38E+17,3.00E+17,6.00E+17,31574.41,102.847,885,154,1,28,17-02-2019
1,433,NOLSM2122,2,Implantation,9.71E+15,1.39E+17,1.38E+17,3.02E+17,6.00E+17,31580.213,104.323,919,154,1,29,17-02-2019
2,434,NOLSM3133,3,Implantation,1.76E+16,8.78E+16,1.38E+17,2.99E+17,6.00E+17,32162.414,100.605,916,155,1,30,17-02-2019
3,435,NOLSM4144,1,Implantation,1.15E+16,9.78E+16,6.65E+16,2.99E+17,6.00E+17,32874.925,101.739,911,156,1,31,17-02-2019
4,436,NOLSM5155,2,Implantation,9.77E+15,1.22E+17,2.50E+17,3.01E+17,6.00E+17,30985.928,106.422,872,155,1,32,17-02-2019
5,437,NOLSM6166,3,Implantation,1.18E+16,9.34E+16,1.38E+17,3.00E+17,6.00E+17,31997.243,103.466,924,149,1,33,17-02-2019
6,438,NOLSM7177,1,Implantation,1.45E+16,8.04E+16,1.38E+17,3.00E+17,6.00E+17,31464.087,100.054,882,154,1,34,17-02-2019
7,439,NOLSM8188,2,Implantation,1.29E+16,9.88E+16,2.29E+17,3.02E+17,6.00E+17,31776.157,104.328,885,153,1,35,17-02-2019
8,440,NOLSM9199,3,Implantation,1.71E+16,1.37E+17,1.38E+17,3.00E+17,6.00E+17,31692.407,104.575,906,156,1,36,17-02-2019
9,441,NOLSM1011010,1,Implantation,8.35E+15,2.65E+16,1.38E+17,3.01E+17,6.00E+17,32927.629,106.633,898,158,1,37,17-02-2019
10,442,NOLSM1111111,2,Implantation,1.74E+16,2.39E+16,1.38E+17,2.99E+17,6.00E+17,31691.366,105.291,891,156,1,38,17-02-2019
11,443,NOLSM1211212,3,Implantation,1.37E+16,8.91E+16,1.38E+17,3.00E+17,6.00E+17,31201.151,105.485,906,153,1,39,17-02-2019
12,444,NOLSM1311313,1,Implantation,1.38E+16,1.22E+17,1.38E+17,3.03E+17,6.00E+17,31655.39,104.646,898,151,1,40,17-02-2019
13,445,NOLSM1411414,2,Implantation,1.26E+16,1.11E+17,1.38E+17,3.03E+17,6.00E+17,30953.889,104.291,897,152,1,41,17-02-2019
14,446,NOLSM1511515,3,Implantation,7.25E+15,9.58E+16,2.29E+17,3.01E+17,6.00E+17,31211.391,102.585,899,151,1,42,17-02-2019
15,447,NOLSM1611616,1,Implantation,9.52E+15,4.84E+16,1.38E+17,2.99E+17,6.00E+17,31603.462,106.007,910,156,1,43,17-02-2019
16,448,NOLSM1711717,2,Implantation,1.29E+16,5.54E+16,1.38E+17,3.00E+17,6.00E+17,31197.908,103.454,910,155,1,44,17-02-2019
17,449,NOLSM1811818,3,Implantation,8.41E+15,1.66E+17,1.38E+17,3.00E+17,6.00E+17,31359.595,103.046,894,156,1,45,17-02-2019
18,450,NOLSM1911919,1,Implantation,1.30E+16,1.00E+17,1.38E+17,3.02E+17,6.00E+17,32409.504,106.244,899,154,1,46,17-02-2019
19,451,NOLSM2012020,2,Implantation,1.23E+16,9.30E+16,2.59E+17,3.03E+17,6.00E+17,32922.767,104.804,923,152,1,47,17-02-2019
20,452,NOLSM2112121,3,Implantation,1.42E+16,1.87E+16,2.19E+17,3.01E+17,6.00E+17,30786.77,101.334,920,154,1,48,17-02-2019
21,453,NOLSM2212222,1,Implantation,9.74E+15,1.41E+17,1.38E+17,3.00E+17,6.00E+17,30857.277,101.933,897,154,1,49,17-02-2019
22,454,NOLSM2312323,2,Implantation,1.26E+16,3.11E+16,1.38E+17,3.02E+17,6.00E+17,32295.6,100.745,884,155,1,50,17-02-2019
23,455,NOLSM2412424,3,Implantation,5.21E+15,4.09E+16,1.38E+17,3.01E+17,6.00E+17,31614.158,104.38,917,155,1,51,17-02-2019
24,456,NOLSM2512525,1,Implantation,1.77E+16,1.31E+17,1.38E+17,3.01E+17,6.00E+17,30534.747,100.517,915,156,1,52,17-02-2019
25,457,NOLSM2612626,2,Implantation,2.05E+16,1.43E+17,1.38E+17,3.00E+17,6.00E+17,32268.828,102.998,898,159,1,53,17-02-2019
26,458,NOLSM2712727,3,Implantation,1.01E+16,2.13E+16,1.38E+17,3.02E+17,6.00E+17,31093.054,101.814,903,156,1,54,17-02-2019
1080,459,NOLSM541211541,1,Implantation,1.96E+16,1.65E+17,2.11E+17,3.00E+17,6.00E+17,32302.213,104.667,934,157,21,28,17-02-2019
1081,460,NOLSM542212542,2,Implantation,1.31E+16,1.30E+17,1.38E+17,3.01E+17,6.00E+17,32301.804,105.498,933,158,21,29,17-02-2019
1082,461,NOLSM543213543,3,Implantation,2.13E+16,1.54E+17,1.38E+17,3.01E+17,6.00E+17,32300.133,104.943,931,157,21,30,17-02-2019
1083,462,NOLSM544214544,1,Implantation,1.35E+16,1.07E+17,1.38E+17,2.99E+17,6.00E+17,32300.191,105.104,928,158,21,31,17-02-2019
1084,463,NOLSM545215545,2,Implantation,5.85E+15,3.49E+16,2.28E+16,2.98E+17,6.00E+17,32299.577,105.413,938,158,21,32,17-02-2019
1085,464,NOLSM546216546,3,Implantation,1.85E+16,9.24E+16,1.38E+17,3.02E+17,6.00E+17,32299.568,106.433,938,160,21,33,17-02-2019
1086,465,NOLSM547217547,1,Implantation,1.56E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32299.833,106.404,932,160,21,34,17-02-2019
1087,466,NOLSM548218548,2,Implantation,1.68E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32300.763,105.575,937,158,21,35,17-02-2019
1088,467,NOLSM549219549,3,Implantation,1.43E+16,1.07E+17,1.38E+17,2.99E+17,6.00E+17,32302.167,105.563,922,158,21,36,17-02-2019
1089,468,NOLSM5502110550,1,Implantation,1.68E+16,1.64E+17,1.38E+17,3.00E+17,6.00E+17,32302.291,104.263,929,156,21,37,17-02-2019
1090,469,NOLSM5512111551,2,Implantation,1.46E+16,9.24E+16,5.92E+16,3.00E+17,6.00E+17,32297.831,104.728,927,157,21,38,17-02-2019
1091,470,NOLSM5522112552,3,Implantation,1.43E+16,1.12E+17,1.38E+17,2.99E+17,6.00E+17,32301.493,104.633,924,157,21,39,17-02-2019
1092,471,NOLSM5532113553,1,Implantation,1.03E+16,1.03E+17,1.38E+17,3.00E+17,6.00E+17,32300.641,104.301,923,156,21,40,17-02-2019
1093,472,NOLSM5542114554,2,Implantation,1.78E+16,1.35E+17,3.21E+16,3.00E+17,6.00E+17,32301.962,104.592,924,157,21,41,17-02-2019
1094,473,NOLSM5552115555,3,Implantation,4.87E+15,1.45E+16,2.92E+17,3.02E+17,6.00E+17,32296.959,104.787,923,157,21,42,17-02-2019
1095,474,NOLSM5562116556,1,Implantation,1.17E+16,1.16E+17,9.43E+16,3.02E+17,6.00E+17,32299.553,104.375,929,157,21,43,17-02-2019
1096,475,NOLSM5572117557,2,Implantation,7.56E+15,2.93E+16,1.38E+17,2.99E+17,6.00E+17,32300,104.659,918,157,21,44,17-02-2019
1097,476,NOLSM5582118558,3,Implantation,1.54E+16,1.36E+17,1.89E+17,3.00E+17,6.00E+17,32299.332,103.766,921,156,21,45,17-02-2019
1098,477,NOLSM5592119559,1,Implantation,5.27E+15,4.07E+16,1.09E+17,3.00E+17,6.00E+17,32302.041,104.078,921,156,21,46,17-02-2019
1099,478,NOLSM5602120560,2,Implantation,6.88E+15,5.42E+16,6.58E+16,3.00E+17,6.00E+17,32305.414,103.699,921,156,21,47,17-02-2019
1100,479,NOLSM5612121561,3,Implantation,3.49E+15,1.40E+17,2.96E+16,2.99E+17,6.00E+17,32299.686,103.919,920,156,21,48,17-02-2019
1101,480,NOLSM5622122562,1,Implantation,1.51E+16,5.46E+16,1.32E+17,2.99E+17,6.00E+17,32300.601,103.634,916,155,21,49,17-02-2019
1102,481,NOLSM5632123563,2,Implantation,4.24E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.226,103.488,919,155,21,50,17-02-2019
1103,482,NOLSM5642124564,3,Implantation,5.95E+15,1.55E+17,1.38E+17,3.01E+17,6.00E+17,32298.267,103.604,918,155,21,51,17-02-2019
1104,483,NOLSM5652125565,1,Implantation,1.14E+16,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.142,103.249,920,155,21,52,17-02-2019
1105,484,NOLSM5662126566,2,Implantation,1.59E+16,1.22E+17,1.38E+17,3.00E+17,6.00E+17,32301.724,103.595,918,155,21,53,17-02-2019
1106,485,NOLSM5672127567,3,Implantation,6.79E+15,1.53E+16,6.89E+15,3.01E+17,6.00E+17,32202.644,103.192,924,155,21,54,17-02-2019
27,486,NOLSM111,3,Implantation,1.00E+16,1.35E+17,1.38E+17,3.00E+17,6.00E+17,31574.41,102.847,885,154,1,1,17-02-2019
28,487,NOLSM212,2,Implantation,9.71E+15,1.39E+17,1.38E+17,3.02E+17,6.00E+17,31580.213,104.323,919,154,1,2,17-02-2019
29,488,NOLSM313,1,Implantation,1.76E+16,8.78E+16,1.38E+17,2.99E+17,6.00E+17,32162.414,100.605,916,155,1,3,17-02-2019
30,489,NOLSM414,1,Implantation,1.15E+16,9.78E+16,6.65E+16,2.99E+17,6.00E+17,32874.925,101.739,911,156,1,4,17-02-2019
31,490,NOLSM515,2,Implantation,9.77E+15,1.22E+17,2.50E+17,3.01E+17,6.00E+17,30985.928,106.422,872,155,1,5,17-02-2019
32,491,NOLSM616,3,Implantation,1.18E+16,9.34E+16,1.38E+17,3.00E+17,6.00E+17,31997.243,103.466,924,149,1,6,17-02-2019
33,492,NOLSM717,2,Implantation,1.45E+16,8.04E+16,1.38E+17,3.00E+17,6.00E+17,31464.087,100.054,882,154,1,7,17-02-2019
34,493,NOLSM818,1,Implantation,1.29E+16,9.88E+16,2.29E+17,3.02E+17,6.00E+17,31776.157,104.328,885,153,1,8,17-02-2019
35,494,NOLSM919,1,Implantation,1.71E+16,1.37E+17,1.38E+17,3.00E+17,6.00E+17,31692.407,104.575,906,156,1,9,17-02-2019
36,495,NOLSM10110,2,Implantation,8.35E+15,2.65E+16,1.38E+17,3.01E+17,6.00E+17,32927.629,106.633,898,158,1,10,17-02-2019
37,496,NOLSM11111,3,Implantation,1.74E+16,2.39E+16,1.38E+17,2.99E+17,6.00E+17,31691.366,105.291,891,156,1,11,17-02-2019
38,497,NOLSM12112,3,Implantation,1.37E+16,8.91E+16,1.38E+17,3.00E+17,6.00E+17,31201.151,105.485,906,153,1,12,17-02-2019
39,498,NOLSM13113,2,Implantation,1.38E+16,1.22E+17,1.38E+17,3.03E+17,6.00E+17,31655.39,104.646,898,151,1,13,17-02-2019
40,499,NOLSM14114,1,Implantation,1.26E+16,1.11E+17,1.38E+17,3.03E+17,6.00E+17,30953.889,104.291,897,152,1,14,17-02-2019
41,500,NOLSM15115,1,Implantation,7.25E+15,9.58E+16,2.29E+17,3.01E+17,6.00E+17,31211.391,102.585,899,151,1,15,17-02-2019
42,501,NOLSM16116,2,Implantation,9.52E+15,4.84E+16,1.38E+17,2.99E+17,6.00E+17,31603.462,106.007,910,156,1,16,17-02-2019
43,502,NOLSM17117,3,Implantation,1.29E+16,5.54E+16,1.38E+17,3.00E+17,6.00E+17,31197.908,103.454,910,155,1,17,17-02-2019
44,503,NOLSM18118,3,Implantation,8.41E+15,1.66E+17,1.38E+17,3.00E+17,6.00E+17,31359.595,103.046,894,156,1,18,17-02-2019
45,504,NOLSM19119,2,Implantation,1.30E+16,1.00E+17,1.38E+17,3.02E+17,6.00E+17,32409.504,106.244,899,154,1,19,17-02-2019
46,505,NOLSM20120,1,Implantation,1.23E+16,9.30E+16,2.59E+17,3.03E+17,6.00E+17,32922.767,104.804,923,152,1,20,17-02-2019
47,506,NOLSM21121,1,Implantation,1.42E+16,1.87E+16,2.19E+17,3.01E+17,6.00E+17,30786.77,101.334,920,154,1,21,17-02-2019
48,507,NOLSM22122,2,Implantation,9.74E+15,1.41E+17,1.38E+17,3.00E+17,6.00E+17,30857.277,101.933,897,154,1,22,17-02-2019
49,508,NOLSM23123,3,Implantation,1.26E+16,3.11E+16,1.38E+17,3.02E+17,6.00E+17,32295.6,100.745,884,155,1,23,17-02-2019
50,509,NOLSM24124,3,Implantation,5.21E+15,4.09E+16,1.38E+17,3.01E+17,6.00E+17,31614.158,104.38,917,155,1,24,17-02-2019
51,510,NOLSM25125,2,Implantation,1.77E+16,1.31E+17,1.38E+17,3.01E+17,6.00E+17,30534.747,100.517,915,156,1,25,17-02-2019
52,511,NOLSM26126,1,Implantation,2.05E+16,1.43E+17,1.38E+17,3.00E+17,6.00E+17,32268.828,102.998,898,159,1,26,17-02-2019
53,512,NOLSM27127,1,Implantation,1.01E+16,2.13E+16,1.38E+17,3.02E+17,6.00E+17,31093.054,101.814,903,156,1,27,17-02-2019
1107,513,NOLSM541211,2,Implantation,1.96E+16,1.65E+17,2.11E+17,3.00E+17,6.00E+17,32302.213,104.667,934,157,21,1,17-02-2019
1108,514,NOLSM542212,3,Implantation,1.31E+16,1.30E+17,1.38E+17,3.01E+17,6.00E+17,32301.804,105.498,933,158,21,2,17-02-2019
1109,515,NOLSM543213,3,Implantation,2.13E+16,1.54E+17,1.38E+17,3.01E+17,6.00E+17,32300.133,104.943,931,157,21,3,17-02-2019
1110,516,NOLSM544214,2,Implantation,1.35E+16,1.07E+17,1.38E+17,2.99E+17,6.00E+17,32300.191,105.104,928,158,21,4,17-02-2019
1111,517,NOLSM545215,1,Implantation,5.85E+15,3.49E+16,2.28E+16,2.98E+17,6.00E+17,32299.577,105.413,938,158,21,5,17-02-2019
1112,518,NOLSM546216,1,Implantation,1.85E+16,9.24E+16,1.38E+17,3.02E+17,6.00E+17,32299.568,106.433,938,160,21,6,17-02-2019
1113,519,NOLSM547217,2,Implantation,1.56E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32299.833,106.404,932,160,21,7,17-02-2019
1114,520,NOLSM548218,3,Implantation,1.68E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32300.763,105.575,937,158,21,8,17-02-2019
1115,521,NOLSM549219,3,Implantation,1.43E+16,1.07E+17,1.38E+17,2.99E+17,6.00E+17,32302.167,105.563,922,158,21,9,17-02-2019
1116,522,NOLSM5502110,2,Implantation,1.68E+16,1.64E+17,1.38E+17,3.00E+17,6.00E+17,32302.291,104.263,929,156,21,10,17-02-2019
1117,523,NOLSM5512111,1,Implantation,1.46E+16,9.24E+16,5.92E+16,3.00E+17,6.00E+17,32297.831,104.728,927,157,21,11,17-02-2019
1118,524,NOLSM5522112,1,Implantation,1.43E+16,1.12E+17,1.38E+17,2.99E+17,6.00E+17,32301.493,104.633,924,157,21,12,17-02-2019
1119,525,NOLSM5532113,3,Implantation,1.03E+16,1.03E+17,1.38E+17,3.00E+17,6.00E+17,32300.641,104.301,923,156,21,13,17-02-2019
1120,526,NOLSM5542114,3,Implantation,1.78E+16,1.35E+17,3.21E+16,3.00E+17,6.00E+17,32301.962,104.592,924,157,21,14,17-02-2019
1121,527,NOLSM5552115,2,Implantation,4.87E+15,1.45E+16,2.92E+17,3.02E+17,6.00E+17,32296.959,104.787,923,157,21,15,17-02-2019
1122,528,NOLSM5562116,1,Implantation,1.17E+16,1.16E+17,9.43E+16,3.02E+17,6.00E+17,32299.553,104.375,929,157,21,16,17-02-2019
1123,529,NOLSM5572117,1,Implantation,7.56E+15,2.93E+16,1.38E+17,2.99E+17,6.00E+17,32300,104.659,918,157,21,17,17-02-2019
1124,530,NOLSM5582118,2,Implantation,1.54E+16,1.36E+17,1.89E+17,3.00E+17,6.00E+17,32299.332,103.766,921,156,21,18,17-02-2019
1125,531,NOLSM5592119,3,Implantation,5.27E+15,4.07E+16,1.09E+17,3.00E+17,6.00E+17,32302.041,104.078,921,156,21,19,17-02-2019
1126,532,NOLSM5602120,2,Implantation,6.88E+15,5.42E+16,6.58E+16,3.00E+17,6.00E+17,32305.414,103.699,921,156,21,20,17-02-2019
1127,533,NOLSM5612121,1,Implantation,1.62E+16,1.40E+17,2.96E+16,2.99E+17,6.00E+17,32299.686,103.919,920,156,21,21,17-02-2019
1128,534,NOLSM5622122,1,Implantation,7.51E+15,5.46E+16,1.32E+17,2.99E+17,6.00E+17,32300.601,103.634,916,155,21,22,17-02-2019
1129,535,NOLSM5632123,2,Implantation,5.25E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.226,103.488,919,155,21,23,17-02-2019
1130,536,NOLSM5642124,3,Implantation,1.75E+16,1.55E+17,1.38E+17,3.01E+17,6.00E+17,32298.267,103.604,918,155,21,24,17-02-2019
1131,537,NOLSM5652125,3,Implantation,9.73E+15,9.24E+16,1.38E+17,3.00E+17,6.00E+17,32299.142,103.249,920,155,21,25,17-02-2019
1132,538,NOLSM5662126,2,Implantation,2.07E+16,1.22E+17,1.38E+17,3.00E+17,6.00E+17,32301.724,103.595,918,155,21,26,17-02-2019
1133,539,NOLSM5672127,1,Implantation,1.08E+16,1.53E+16,1.38E+17,3.01E+17,6.00E+17,32202.644,103.192,924,155,21,27,17-02-2019
54,540,NOLSM282128,1,Implantation,5.93E+15,9.22E+16,1.20E+17,3.00E+17,6.00E+17,31490.992,105.795,890,154,2,28,18-02-2019
55,541,NOLSM292229,2,Implantation,1.12E+16,9.48E+16,1.38E+17,3.01E+17,6.00E+17,32725.266,103.911,911,156,2,29,18-02-2019
56,542,NOLSM302330,3,Implantation,7.3E+15,6.26E+16,1.38E+17,3.01E+17,6.00E+17,31538.328,103.924,896,152,2,30,18-02-2019
57,543,NOLSM312431,1,Implantation,1.79E+16,9.12E+16,1.38E+17,3.00E+17,6.00E+17,31998.259,100.411,920,154,2,31,18-02-2019
58,544,NOLSM322532,2,Implantation,9.72E+15,8.64E+16,1.38E+17,3.00E+17,6.00E+17,31811.636,103.273,923,154,2,32,18-02-2019
59,545,NOLSM332633,3,Implantation,1.34E+16,1.69E+17,1.38E+17,3.01E+17,6.00E+17,32124.08,104.34,900,157,2,33,18-02-2019
60,546,NOLSM342734,1,Implantation,8.52E+15,1.90E+17,1.38E+17,2.98E+17,6.00E+17,30891.41,100.362,910,154,2,34,18-02-2019
61,547,NOLSM352835,2,Implantation,9.28E+15,1.04E+17,1.38E+17,3.01E+17,6.00E+17,31517.072,105.868,885,153,2,35,18-02-2019
62,548,NOLSM362936,3,Implantation,1.42E+16,1.32E+17,1.38E+17,3.00E+17,6.00E+17,31790.504,100.638,867,150,2,36,18-02-2019
63,549,NOLSM3721037,1,Implantation,6.52E+15,8.25E+16,1.38E+17,3.01E+17,6.00E+17,32067.825,102.656,901,154,2,37,18-02-2019
64,550,NOLSM3821138,2,Implantation,1.42E+16,1.49E+17,1.38E+17,3.01E+17,6.00E+17,31126.867,105.072,893,158,2,38,18-02-2019
65,551,NOLSM3921239,3,Implantation,1.13E+16,1.13E+17,6.93E+16,2.99E+17,6.00E+17,31104.203,102.618,923,157,2,39,18-02-2019
66,552,NOLSM4021340,1,Implantation,1.11E+16,1.23E+17,1.38E+17,3.02E+17,6.00E+17,32566.66,99.988,887,155,2,40,18-02-2019
67,553,NOLSM4121441,2,Implantation,1.03E+16,8.15E+16,1.38E+17,3.01E+17,6.00E+17,32521.877,99.525,892,153,2,41,18-02-2019
68,554,NOLSM4221542,3,Implantation,1.33E+16,3.68E+16,1.38E+17,3.01E+17,6.00E+17,31358.645,105.044,899,152,2,42,18-02-2019
69,555,NOLSM4321643,1,Implantation,1.06E+16,1.22E+16,1.38E+17,3.01E+17,6.00E+17,31818.475,102.605,920,152,2,43,18-02-2019
70,556,NOLSM4421744,2,Implantation,1.69E+16,9.40E+16,1.38E+17,3.01E+17,6.00E+17,31391.261,106.14,911,159,2,44,18-02-2019
71,557,NOLSM4521845,3,Implantation,6.16E+15,1.62E+17,1.38E+17,3.01E+17,6.00E+17,32378.318,104.608,900,150,2,45,18-02-2019
72,558,NOLSM4621946,1,Implantation,1.05E+16,1.83E+17,1.38E+17,3.00E+17,6.00E+17,31655.809,106.163,892,151,2,46,18-02-2019
73,559,NOLSM4722047,2,Implantation,1.22E+16,8.92E+16,1.19E+17,3.00E+17,6.00E+17,31475.03,104.423,867,155,2,47,18-02-2019
74,560,NOLSM4822148,3,Implantation,1.01E+16,1.34E+17,1.38E+17,3.01E+17,6.00E+17,32535.703,100.868,894,153,2,48,18-02-2019
75,561,NOLSM4922249,1,Implantation,6.9E+15,7.73E+16,1.38E+17,3.00E+17,6.00E+17,30855.391,104.158,891,151,2,49,18-02-2019
76,562,NOLSM5022350,2,Implantation,1.58E+16,7.24E+16,1.70E+17,3.00E+17,6.00E+17,31108.4,102.193,871,159,2,50,18-02-2019
77,563,NOLSM5122451,3,Implantation,9.8E+15,1.17E+17,1.38E+17,2.99E+17,6.00E+17,31638.792,105.637,920,157,2,51,18-02-2019
78,564,NOLSM5222552,1,Implantation,6.71E+15,1.33E+17,1.38E+17,3.01E+17,6.00E+17,32033.214,103.982,905,152,2,52,18-02-2019
79,565,NOLSM5322653,2,Implantation,1.28E+16,7.66E+16,1.38E+17,2.99E+17,6.00E+17,31929.509,102.576,893,154,2,53,18-02-2019
80,566,NOLSM5422754,3,Implantation,1.78E+16,7.44E+16,1.38E+17,3.01E+17,6.00E+17,32769.049,101.986,898,155,2,54,18-02-2019
1134,567,NOLSM568221568,1,Implantation,1.93E+16,3.16E+16,9.62E+16,3.00E+17,6.00E+17,32198.012,103.689,919,156,22,28,18-02-2019
1135,568,NOLSM569222569,2,Implantation,7.62E+15,2.24E+16,1.38E+17,3.00E+17,6.00E+17,32300.163,103.658,921,155,22,29,18-02-2019
1136,569,NOLSM570223570,3,Implantation,1.10E+16,1.06E+17,1.38E+17,2.99E+17,6.00E+17,32297.58,103.738,923,156,22,30,18-02-2019
1137,570,NOLSM571224571,1,Implantation,2.8E+15,4.79E+15,1.38E+17,3.01E+17,6.00E+17,32297.14,103.626,927,155,22,31,18-02-2019
1138,571,NOLSM572225572,2,Implantation,1.96E+16,1.10E+17,1.38E+17,3.00E+17,6.00E+17,32300.024,103.918,925,156,22,32,18-02-2019
1139,572,NOLSM573226573,3,Implantation,1.97E+16,9.24E+16,1.38E+17,3.01E+17,6.00E+17,32199.199,103.953,925,156,22,33,18-02-2019
