,No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
368,NOLSM5041918,3,Photo,1.05465,16.326,15.055,20.003,199.396,90.0,499.39599999999996,3987.9120000000003,4984.89,4.958,90.65700000000001,30.005,19,18,07-03-2019
369,NOLSM5051919,3,Photo,0.57505,16.868,15.11,20.0,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,19,19,07-03-2019
370,NOLSM5061920,3,Photo,0.7964899999999999,17.421,15.069,20.000999999999998,203.44099999999997,90.0,503.441,4068.827,5086.034000000001,5.103,93.68299999999999,29.994,19,20,07-03-2019
371,NOLSM5071921,1,Photo,0.81782,17.509,15.029000000000002,20.000999999999998,204.09099999999998,90.0,504.091,4081.827,5102.282999999999,5.122000000000001,93.935,30.01,19,21,07-03-2019
372,NOLSM5081922,1,Photo,0.76717,16.877,14.895999999999999,19.995,205.68400000000003,90.0,505.684,4113.674,5142.092000000001,5.124,92.57600000000001,29.996,19,22,07-03-2019
373,NOLSM5091923,1,Photo,0.88754,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999000000000002,19,23,07-03-2019
374,NOLSM5101924,2,Photo,0.9626600000000001,16.684,14.95,19.999000000000002,203.733,89.999,503.733,4074.6540000000005,5093.318,5.08,93.21799999999999,30.006,19,24,07-03-2019
375,NOLSM5111925,2,Photo,0.9617899999999999,17.102999999999998,14.937000000000001,20.0,204.44799999999998,90.0,504.44800000000004,4088.958,5111.198,5.122000000000001,93.574,29.997,19,25,07-03-2019
376,NOLSM5121926,3,Photo,1.11455,16.597,14.956,19.997,204.60299999999998,90.0,504.603,4092.063,5115.0779999999995,5.0889999999999995,92.934,30.002,19,26,07-03-2019
377,NOLSM5131927,3,Photo,0.90259,16.756,14.922,19.995,202.727,90.0,502.727,4054.55,5068.187,5.071000000000001,92.755,30.005,19,27,07-03-2019
378,NOLSM514201514,2,Photo,0.6718,16.343,14.994000000000002,20.003,202.34599999999998,89.999,502.346,4036.8759999999997,5058.65,5.044,92.354,29.998,20,28,08-03-2019
379,NOLSM515202515,2,Photo,0.86882,15.890999999999998,15.017000000000001,20.000999999999998,201.798,90.0,501.798,4014.071,5044.941,5.052,92.819,30.004,20,29,08-03-2019
380,NOLSM516203516,2,Photo,1.02722,16.954,14.899000000000001,19.997,203.082,90.0,503.082,3985.6859999999997,5077.059,5.078,92.306,29.995,20,30,08-03-2019
381,NOLSM517204517,2,Photo,0.64198,16.406,14.939,20.000999999999998,202.085,89.999,502.085,4047.5409999999997,5052.128,5.043,93.387,29.997,20,31,08-03-2019
382,NOLSM518205518,2,Photo,0.84431,16.442999999999998,14.913,20.004,204.517,89.99799999999999,504.517,3955.393,5112.919,5.1080000000000005,93.2,30.006,20,32,08-03-2019
383,NOLSM519206519,2,Photo,0.95386,16.222,15.128,20.000999999999998,202.99200000000002,90.001,502.99199999999996,4062.804,5074.806,5.081,93.177,30.005,20,33,08-03-2019
384,NOLSM520207520,2,Photo,0.9912,17.019000000000002,14.931,20.005,203.729,90.0,503.72900000000004,4071.633,5093.226,5.065,92.822,30.009,20,34,08-03-2019
385,NOLSM521208521,2,Photo,1.0823200000000002,16.593,14.963,20.000999999999998,203.31099999999998,90.0,503.311,3985.677,5082.781,5.088,93.28,30.0,20,35,08-03-2019
386,NOLSM522209522,2,Photo,0.90366,16.864,14.985999999999999,19.997,203.885,90.0,503.885,3978.724,5097.137,5.118,92.89299999999999,29.995,20,36,08-03-2019
387,NOLSM5232010523,2,Photo,1.07572,17.768,14.97,20.002,203.915,90.0,503.915,4056.014,5097.884,5.095,93.59899999999999,30.000999999999998,20,37,08-03-2019
388,NOLSM5242011524,2,Photo,1.15825,16.266,14.917,19.995,204.393,90.0,504.39300000000003,4029.12,5109.835,5.118,93.52600000000001,30.002,20,38,08-03-2019
389,NOLSM5252012525,2,Photo,0.91222,16.985,15.039000000000001,20.003,203.99,90.0,503.99,3971.1940000000004,5099.7609999999995,5.09,92.831,30.011,20,39,08-03-2019
390,NOLSM5262013526,2,Photo,1.02492,15.777999999999999,15.109000000000002,19.995,203.293,89.999,503.293,4035.3940000000002,5082.323,5.086,93.50200000000001,29.997,20,40,08-03-2019
391,NOLSM5272014527,2,Photo,1.09122,16.053,15.017999999999999,19.999000000000002,204.02,90.0,504.02,3952.67,5100.492,5.096,93.50399999999999,30.003,20,41,08-03-2019
392,NOLSM5282015528,2,Photo,0.9403799999999999,16.584,15.0,19.998,204.503,90.0,504.50300000000004,3972.34,5112.566,5.102,93.713,29.999000000000002,20,42,08-03-2019
393,NOLSM5292016529,2,Photo,1.0740100000000001,17.535,15.027000000000001,20.0,205.225,90.0,505.225,4017.1440000000002,5130.629,5.126,93.573,30.002,20,43,08-03-2019
394,NOLSM5302017530,2,Photo,0.92206,17.288,14.912,20.000999999999998,204.475,90.0,504.475,4072.913,5111.8640000000005,5.1,93.338,29.998,20,44,08-03-2019
395,NOLSM5312018531,2,Photo,0.79623,17.265,15.0,20.002,203.917,90.001,503.917,4084.9390000000003,5097.919,5.102,93.463,30.011,20,45,08-03-2019
396,NOLSM5322019532,2,Photo,1.0575700000000001,16.547,14.913,19.99,204.601,90.0,504.601,4045.078,5115.025,5.111000000000001,93.421,30.004,20,46,08-03-2019
397,NOLSM5332020533,2,Photo,0.9289700000000001,16.544,15.001,19.999000000000002,203.783,90.0,503.783,4010.176,5094.568,5.093,93.335,29.997,20,47,08-03-2019
398,NOLSM5342021534,2,Photo,0.8337399999999999,16.461,14.99,19.999000000000002,204.44299999999998,90.0,504.44300000000004,4088.8579999999997,5111.072,5.101,93.584,30.002,20,48,08-03-2019
399,NOLSM5352022535,2,Photo,0.79838,16.131,14.99,20.004,204.517,90.001,504.517,4090.3390000000004,5112.924,5.112,93.311,29.996,20,49,08-03-2019
400,NOLSM5362023536,2,Photo,0.9838899999999999,17.234,15.04,20.000999999999998,203.74099999999999,90.0,503.741,4074.8259999999996,5093.532999999999,5.113,93.575,30.008000000000003,20,50,08-03-2019
401,NOLSM5372024537,2,Photo,0.8762200000000001,16.95,15.079,20.005,204.076,89.999,504.07599999999996,4081.513,5101.892,5.088,92.839,29.991999999999997,20,51,08-03-2019
402,NOLSM5382025538,2,Photo,0.9086700000000001,16.656,14.902999999999999,20.000999999999998,203.47099999999998,90.001,503.471,4069.4120000000003,5086.765,5.087,93.256,29.993000000000002,20,52,08-03-2019
403,NOLSM5392026539,2,Photo,0.7198899999999999,16.692,14.96,19.997,203.888,90.0,503.88800000000003,4077.7690000000002,5097.210999999999,5.0969999999999995,93.546,30.005,20,53,08-03-2019
404,NOLSM5402027540,2,Photo,0.96888,17.26,14.965,20.002,205.05599999999998,90.0,505.056,4101.112,5126.39,5.103,93.38,29.997,20,54,08-03-2019
405,NOLSM514201,3,Photo,0.6718,16.343,14.994000000000002,20.003,202.34599999999998,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,20,1,08-03-2019
406,NOLSM515202,1,Photo,0.86882,15.890999999999998,15.017000000000001,20.000999999999998,201.798,90.0,501.798,4035.953,5044.941,5.052,92.819,30.004,20,2,08-03-2019
407,NOLSM516203,1,Photo,1.02722,16.954,14.899000000000001,19.997,203.082,90.0,503.082,4061.647,5077.059,5.078,92.306,29.995,20,3,08-03-2019
408,NOLSM517204,1,Photo,0.64198,16.406,14.939,20.000999999999998,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,20,4,08-03-2019
409,NOLSM518205,2,Photo,0.84431,16.442999999999998,14.913,20.004,204.517,89.99799999999999,504.517,4090.335,5112.919,5.1080000000000005,93.2,30.005,20,5,08-03-2019
410,NOLSM519206,2,Photo,0.95386,16.222,15.128,20.000999999999998,202.99200000000002,90.001,502.99199999999996,4059.845,5074.806,5.081,93.177,30.002,20,6,08-03-2019
411,NOLSM520207,3,Photo,0.9912,17.019000000000002,14.931,20.005,203.729,90.0,503.72900000000004,4074.5809999999997,5093.226,5.065,92.822,30.009,20,7,08-03-2019
412,NOLSM521208,3,Photo,1.0823200000000002,16.593,14.963,20.000999999999998,203.31099999999998,90.0,503.311,4066.225,5082.781,5.088,93.28,29.999000000000002,20,8,08-03-2019
413,NOLSM522209,3,Photo,0.90366,16.864,14.985999999999999,19.997,203.885,90.0,503.885,4077.7090000000003,5097.137,5.118,92.89299999999999,29.995,20,9,08-03-2019
414,NOLSM5232010,1,Photo,1.07572,17.768,15.056,20.002,203.915,90.0,503.915,4078.3070000000002,5097.884,5.095,93.59899999999999,29.994,20,10,08-03-2019
415,NOLSM5242011,1,Photo,1.15825,16.266,15.075,19.995,204.393,90.0,504.39300000000003,4087.868,5109.835,5.118,93.52600000000001,30.011,20,11,08-03-2019
416,NOLSM5252012,1,Photo,0.91222,16.985,15.119000000000002,20.003,203.99,90.0,503.99,4079.809,5099.7609999999995,5.09,92.831,30.0,20,12,08-03-2019
417,NOLSM5262013,2,Photo,1.02492,15.777999999999999,15.15,19.995,203.293,89.999,503.293,4065.8579999999997,5082.323,5.086,93.50200000000001,30.008000000000003,20,13,08-03-2019
418,NOLSM5272014,2,Photo,1.09122,16.053,15.03,19.999000000000002,204.02,90.0,504.02,4080.3940000000002,5100.492,5.096,93.50399999999999,30.008000000000003,20,14,08-03-2019
419,NOLSM5282015,2,Photo,0.9403799999999999,16.584,15.0,19.998,204.503,90.0,504.50300000000004,4090.053,5112.566,5.102,93.713,29.995,20,15,08-03-2019
420,NOLSM5292016,3,Photo,1.0740100000000001,17.535,15.027000000000001,20.0,205.225,90.0,505.225,4104.503,5130.629,5.126,93.573,30.017,20,16,08-03-2019
421,NOLSM5302017,3,Photo,0.92206,17.288,14.912,20.000999999999998,204.475,90.0,504.475,4089.491,5111.8640000000005,5.1,93.338,29.999000000000002,20,17,08-03-2019
422,NOLSM5312018,3,Photo,0.79623,17.265,15.0,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.000999999999998,20,18,08-03-2019
423,NOLSM5322019,1,Photo,1.0575700000000001,16.547,14.913,19.99,204.601,90.0,504.601,4092.02,5115.025,5.111000000000001,93.421,30.004,20,19,08-03-2019
424,NOLSM5332020,1,Photo,0.9289700000000001,16.544,15.001,19.999000000000002,203.783,90.0,503.783,4075.6540000000005,5094.568,5.093,93.335,29.997,20,20,08-03-2019
425,NOLSM5342021,1,Photo,0.8337399999999999,16.461,14.99,19.999000000000002,204.44299999999998,90.0,504.44300000000004,4088.8579999999997,5111.072,5.101,93.584,30.002,20,21,08-03-2019
426,NOLSM5352022,2,Photo,0.79838,16.131,14.99,19.998,204.517,90.001,504.517,4090.3390000000004,5112.924,5.112,93.311,29.996,20,22,08-03-2019
427,NOLSM5362023,2,Photo,0.9838899999999999,17.234,15.04,20.003,203.74099999999999,90.0,503.741,4074.8259999999996,5093.532999999999,5.113,93.575,30.008000000000003,20,23,08-03-2019
428,NOLSM5372024,2,Photo,0.8762200000000001,16.95,15.079,20.005,204.076,89.999,504.07599999999996,4081.513,5101.892,5.088,92.839,29.991999999999997,20,24,08-03-2019
429,NOLSM5382025,3,Photo,0.9086700000000001,16.656,14.902999999999999,19.994,203.47099999999998,90.001,503.471,4069.4120000000003,5086.765,5.087,93.256,29.993000000000002,20,25,08-03-2019
430,NOLSM5392026,3,Photo,0.7198899999999999,16.692,14.96,19.998,203.888,90.0,503.88800000000003,4077.7690000000002,5097.210999999999,5.0969999999999995,93.546,30.005,20,26,08-03-2019
431,NOLSM5402027,1,Photo,0.96888,17.26,14.965,20.000999999999998,205.05599999999998,90.0,505.056,4101.112,5126.39,5.103,93.38,29.997,20,27,08-03-2019
432,NOLSM1111,1,Photo,1.72027,13.890999999999998,15.025,20.0,198.792,90.001,504.589,4082.6220000000003,5184.62,5.044,90.89399999999999,30.009,1,28,17-02-2019
433,NOLSM2122,1,Photo,0.9616100000000001,14.722000000000001,15.059000000000001,19.995,198.747,89.99799999999999,492.19599999999997,3960.739,5065.197,5.058,92.334,29.997,1,29,17-02-2019
434,NOLSM3133,1,Photo,1.48912,19.205,14.964,19.997,202.139,90.0,499.88599999999997,3981.691,4873.417,5.151,91.868,30.005,1,30,17-02-2019
435,NOLSM4144,1,Photo,1.33905,16.368,14.944,19.998,199.649,90.001,505.249,3922.191,5131.972,5.069,91.881,29.997,1,31,17-02-2019
436,NOLSM5155,1,Photo,1.12362,13.925999999999998,14.933,20.002,204.544,90.001,501.81699999999995,4124.099,5108.355,5.055,91.212,30.000999999999998,1,32,17-02-2019
437,NOLSM6166,1,Photo,1.62494,11.919,15.132,20.007,201.96200000000002,90.0,502.39099999999996,4001.361,5030.912,5.008,91.85,29.999000000000002,1,33,17-02-2019
438,NOLSM7177,1,Photo,1.18246,16.358,15.083,19.997,205.548,90.001,507.18300000000005,4054.534,4965.192,5.192,92.193,30.003,1,34,17-02-2019
439,NOLSM8188,1,Photo,1.22609,12.465,14.91,19.998,202.558,89.999,501.286,3957.086,5075.265,4.965,92.359,30.01,1,35,17-02-2019
440,NOLSM9199,1,Photo,1.8141900000000002,13.463,15.015999999999998,19.998,202.294,90.0,503.39599999999996,4087.9570000000003,5099.904,5.087,92.54899999999999,29.997,1,36,17-02-2019
441,NOLSM1011010,1,Photo,1.89693,11.535,15.198,20.002,200.821,90.00200000000001,501.423,4025.4840000000004,5049.8640000000005,4.923,91.49,29.999000000000002,1,37,17-02-2019
442,NOLSM1111111,1,Photo,1.72027,18.637999999999998,15.012,20.000999999999998,201.924,90.00200000000001,501.079,4036.8759999999997,5087.298,4.975,92.318,29.988000000000003,1,38,17-02-2019
443,NOLSM1211212,1,Photo,0.9616100000000001,12.013,14.981,20.000999999999998,200.521,90.001,501.57199999999995,4014.071,4947.437,5.024,93.669,30.000999999999998,1,39,17-02-2019
444,NOLSM1311313,1,Photo,1.48912,15.182,15.034,19.994,199.03400000000002,90.0,497.102,3985.6859999999997,5137.647,5.013,91.66,30.0,1,40,17-02-2019
445,NOLSM1411414,1,Photo,0.94868,18.211,15.005999999999998,20.000999999999998,197.707,90.0,500.154,4047.5409999999997,4947.6359999999995,5.0280000000000005,94.355,29.997,1,41,17-02-2019
446,NOLSM1511515,1,Photo,0.83591,15.835999999999999,14.925,19.993,194.12599999999998,90.0,501.394,3955.393,4983.697,5.032,92.48,30.003,1,42,17-02-2019
447,NOLSM1611616,1,Photo,1.36943,15.931,15.1,20.004,199.703,90.0,496.48699999999997,4062.804,4931.418,5.053,94.036,30.003,1,43,17-02-2019
448,NOLSM1711717,1,Photo,1.9263299999999999,13.722999999999999,14.879000000000001,19.998,198.575,90.0,501.655,4071.633,5053.274,5.102,93.318,29.996,1,44,17-02-2019
449,NOLSM1811818,1,Photo,1.41846,13.934000000000001,14.899000000000001,20.000999999999998,198.429,90.0,495.986,3985.677,4979.438,4.925,90.195,30.006999999999998,1,45,17-02-2019
450,NOLSM1911919,1,Photo,0.67979,13.286,15.074000000000002,19.991,202.801,90.001,500.44199999999995,3978.724,4940.786,5.052,91.50299999999999,30.008000000000003,1,46,17-02-2019
451,NOLSM2012020,1,Photo,0.73422,15.243,14.939,20.002,202.168,90.001,502.26300000000003,4056.014,4959.075,5.063,90.706,30.011999999999997,1,47,17-02-2019
452,NOLSM2112121,1,Photo,1.8141900000000002,16.26,14.995,19.999000000000002,200.03900000000002,90.0,503.423,4029.12,4990.186,4.937,90.31299999999999,30.005,1,48,17-02-2019
453,NOLSM2212222,1,Photo,1.89693,14.620999999999999,15.052,19.999000000000002,202.91299999999998,90.0,498.509,3971.1940000000004,5038.728,5.0169999999999995,91.22,29.982,1,49,17-02-2019
454,NOLSM2312323,1,Photo,1.72027,16.852,15.040999999999999,20.003,197.898,90.001,495.402,4035.3940000000002,5098.559,4.993,90.62100000000001,30.004,1,50,17-02-2019
455,NOLSM2412424,1,Photo,0.9616100000000001,17.92,14.929,20.0,200.74099999999999,90.001,494.517,3952.67,5052.23,5.035,90.441,30.004,1,51,17-02-2019
456,NOLSM2512525,1,Photo,1.48912,20.149,14.995,19.994,200.56,90.001,498.30699999999996,3972.34,5047.799,5.008,91.096,29.994,1,52,17-02-2019
457,NOLSM2612626,1,Photo,0.94868,17.655,15.036,20.005,198.828,90.0,505.85900000000004,4017.1440000000002,5018.69,4.909,90.37700000000001,30.013,1,53,17-02-2019
458,NOLSM2712727,1,Photo,0.83591,19.820999999999998,14.96,19.998,198.925,90.001,502.416,4072.913,5016.378,5.104,88.887,29.991999999999997,1,54,17-02-2019
459,NOLSM541211541,3,Photo,1.0015399999999999,17.367,14.931,19.995,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988000000000003,21,28,17-02-2019
460,NOLSM542212542,3,Photo,0.9329200000000001,16.09,14.908,20.003,204.234,90.0,504.23400000000004,4084.68,5105.85,5.1160000000000005,93.645,30.000999999999998,21,29,17-02-2019
461,NOLSM543213543,3,Photo,0.9930899999999999,19.026,14.917,19.995,204.55599999999998,89.99799999999999,504.556,4091.123,5113.904,5.102,93.47399999999999,29.994,21,30,17-02-2019
462,NOLSM544214544,3,Photo,1.0494,18.891,14.912,20.000999999999998,204.21200000000002,89.999,504.212,4084.2340000000004,5105.292,5.098,93.241,30.0,21,31,17-02-2019
463,NOLSM545215545,3,Photo,0.93368,13.788,14.966,19.999000000000002,204.238,90.001,504.23800000000006,4084.761,5105.951,5.121,94.516,29.999000000000002,21,32,17-02-2019
464,NOLSM546216546,3,Photo,0.51565,18.771,15.14,20.000999999999998,206.204,89.999,506.204,4124.072,5155.090999999999,5.162999999999999,94.396,29.99,21,33,17-02-2019
465,NOLSM547217547,3,Photo,0.49182,20.701,14.947000000000001,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.77600000000001,29.996,21,34,17-02-2019
466,NOLSM548218548,3,Photo,0.9739899999999999,11.253,15.056,20.000999999999998,205.604,90.0,505.60400000000004,4112.073,5140.092000000001,5.132000000000001,94.389,30.000999999999998,21,35,17-02-2019
467,NOLSM549219549,3,Photo,1.12362,15.286,15.075999999999999,19.997,206.11599999999999,90.0,506.116,4122.317,5152.896,5.115,93.04299999999999,30.006999999999998,21,36,17-02-2019
468,NOLSM5502110550,3,Photo,1.62494,12.463,15.084000000000001,19.997,203.642,90.0,503.642,4072.835,5091.044,5.104,93.541,30.0,21,37,17-02-2019
469,NOLSM5512111551,3,Photo,1.18246,19.767,15.100999999999999,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.31700000000001,30.000999999999998,21,38,17-02-2019
470,NOLSM5522112552,3,Photo,1.22609,16.029,14.964,19.997,204.484,89.999,504.48400000000004,4089.6809999999996,5112.101,5.093999999999999,93.186,29.997,21,39,17-02-2019
471,NOLSM5532113553,3,Photo,1.8141900000000002,17.587,15.120999999999999,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.01700000000001,29.991,21,40,17-02-2019
472,NOLSM5542114554,3,Photo,1.89693,16.445,15.062999999999999,19.998,195.579,90.001,503.55800000000005,4071.152,5088.94,5.09,93.152,30.005,21,41,17-02-2019
473,NOLSM5552115555,3,Photo,1.72027,16.115,15.001,20.0,196.382,90.001,504.024,4080.4709999999995,5100.588,5.096,92.99799999999999,30.000999999999998,21,42,17-02-2019
474,NOLSM5562116556,3,Photo,0.9616100000000001,16.257,15.037,20.004,196.59900000000002,90.001,503.30300000000005,4066.052,5082.565,5.079,93.43,29.995,21,43,17-02-2019
475,NOLSM5572117557,3,Photo,1.48912,16.974,15.023,20.000999999999998,197.555,89.999,504.032,4080.631,5100.789000000001,5.092,92.56200000000001,30.004,21,44,17-02-2019
476,NOLSM5582118558,3,Photo,0.94868,16.545,14.966,20.005,197.98,90.0,502.483,4049.67,5062.087,5.0569999999999995,92.632,30.005,21,45,17-02-2019
477,NOLSM5592119559,3,Photo,0.83591,16.691,14.970999999999998,20.000999999999998,197.183,90.0,502.787,4055.738,5069.673,5.07,92.741,29.996,21,46,17-02-2019
478,NOLSM5602120560,3,Photo,1.36943,16.145,15.027999999999999,19.997,197.908,89.999,502.29,4045.7940000000003,5057.2429999999995,5.058,92.721,30.004,21,47,17-02-2019
479,NOLSM5612121561,3,Photo,1.9263299999999999,16.416,15.048,20.002,197.135,90.001,502.273,4045.461,5056.827,5.059,92.488,30.006,21,48,17-02-2019
480,NOLSM5622122562,3,Photo,1.41846,17.367,14.993,19.995,197.62099999999998,90.001,501.875,4037.5,5046.876,5.048,92.21700000000001,30.002,21,49,17-02-2019
481,NOLSM5632123563,3,Photo,0.67979,16.09,15.044,20.003,197.925,90.0,502.105,4042.1,5052.626,5.06,92.618,30.002,21,50,17-02-2019
482,NOLSM5642124564,3,Photo,0.73422,19.026,14.994000000000002,19.995,199.037,90.0,502.625,4052.5009999999997,5065.626,5.059,92.545,30.005,21,51,17-02-2019
483,NOLSM5652125565,3,Photo,1.8141900000000002,18.891,14.966,20.006,198.398,90.001,502.20099999999996,4044.028,5055.035,5.043,92.821,30.0,21,52,17-02-2019
484,NOLSM5662126566,3,Photo,1.89693,13.788,15.040999999999999,19.997,198.768,89.999,502.941,4058.827,5073.534000000001,5.0569999999999995,92.55,30.003,21,53,17-02-2019
485,NOLSM5672127567,3,Photo,1.72027,18.771,14.823,20.005,202.05900000000003,90.0,502.059,4041.184,5051.48,5.062,92.81200000000001,30.013,21,54,17-02-2019
486,NOLSM111,1,Photo,1.72027,13.890999999999998,15.025,20.0,198.792,90.001,504.589,4082.6220000000003,5184.62,5.044,90.89399999999999,30.009,1,1,17-02-2019
487,NOLSM212,1,Photo,0.9616100000000001,14.722000000000001,15.059000000000001,19.995,198.747,89.99799999999999,492.19599999999997,3960.739,5065.197,5.058,92.334,29.997,1,2,17-02-2019
488,NOLSM313,1,Photo,1.48912,19.205,14.964,19.997,202.139,90.0,499.88599999999997,3981.691,4873.417,5.151,91.868,30.005,1,3,17-02-2019
489,NOLSM414,2,Photo,0.94868,16.368,14.944,19.998,199.649,90.001,505.249,3922.191,5131.972,5.069,91.881,29.997,1,4,17-02-2019
490,NOLSM515,2,Photo,0.83591,13.925999999999998,14.933,20.002,204.544,90.001,501.089,4124.099,5108.355,5.055,91.212,30.000999999999998,1,5,17-02-2019
491,NOLSM616,2,Photo,1.36943,11.919,15.132,20.007,201.96200000000002,90.0,500.74800000000005,4001.361,5030.912,5.008,91.85,29.999000000000002,1,6,17-02-2019
492,NOLSM717,3,Photo,1.9263299999999999,16.358,15.083,19.997,205.548,90.001,505.27,4054.534,4965.192,5.192,92.193,30.003,1,7,17-02-2019
493,NOLSM818,3,Photo,1.41846,12.465,14.91,19.998,202.558,89.999,501.967,3957.086,5075.265,4.965,92.359,30.01,1,8,17-02-2019
494,NOLSM919,1,Photo,0.67979,13.463,15.015999999999998,19.998,202.294,90.0,498.37,4087.9570000000003,5099.904,5.087,92.54899999999999,29.997,1,9,17-02-2019
495,NOLSM10110,1,Photo,0.73422,11.535,15.198,20.002,200.821,90.00200000000001,499.082,4025.4840000000004,5049.8640000000005,4.923,91.49,29.999000000000002,1,10,17-02-2019
496,NOLSM11111,1,Photo,1.09607,18.637999999999998,15.012,20.000999999999998,201.924,90.00200000000001,500.25699999999995,4036.8759999999997,5087.298,4.975,92.318,29.988000000000003,1,11,17-02-2019
497,NOLSM12112,2,Photo,2.19916,12.013,14.981,20.000999999999998,200.521,90.001,501.499,4014.071,4947.437,5.024,93.669,30.000999999999998,1,12,17-02-2019
498,NOLSM13113,2,Photo,0.6281899999999999,15.182,15.034,19.994,199.03400000000002,90.0,501.61,3985.6859999999997,5137.647,5.013,91.66,30.0,1,13,17-02-2019
499,NOLSM14114,2,Photo,1.0132700000000001,18.211,15.005999999999998,20.000999999999998,197.707,90.0,503.158,4047.5409999999997,4947.6359999999995,5.0280000000000005,94.355,29.997,1,14,17-02-2019
500,NOLSM15115,3,Photo,0.8210700000000001,15.835999999999999,14.925,19.993,194.12599999999998,90.0,501.085,3955.393,4983.697,5.032,92.48,30.003,1,15,17-02-2019
501,NOLSM16116,3,Photo,2.17388,15.931,15.1,20.004,199.703,90.0,503.226,4062.804,4931.418,5.053,94.036,30.003,1,16,17-02-2019
502,NOLSM17117,3,Photo,1.91871,13.722999999999999,14.879000000000001,19.998,198.575,90.0,499.06,4071.633,5053.274,5.102,93.318,29.996,1,17,17-02-2019
503,NOLSM18118,1,Photo,1.7057200000000001,13.934000000000001,14.899000000000001,20.000999999999998,198.429,90.0,501.25199999999995,3985.677,4979.438,4.925,90.195,30.006999999999998,1,18,17-02-2019
504,NOLSM19119,1,Photo,1.9114900000000001,13.286,15.074000000000002,19.991,202.801,90.001,499.644,3978.724,4940.786,5.052,91.50299999999999,30.008000000000003,1,19,17-02-2019
505,NOLSM20120,1,Photo,2.1087599999999997,15.243,14.939,20.002,202.168,90.001,500.85,4056.014,4959.075,5.063,90.706,30.011999999999997,1,20,17-02-2019
506,NOLSM21121,2,Photo,1.00451,16.26,14.995,19.999000000000002,200.03900000000002,90.0,503.25,4029.12,4990.186,4.937,90.31299999999999,30.005,1,21,17-02-2019
507,NOLSM22122,2,Photo,1.48013,14.620999999999999,15.052,19.999000000000002,202.91299999999998,90.0,498.17199999999997,3971.1940000000004,5038.728,5.0169999999999995,91.22,29.982,1,22,17-02-2019
508,NOLSM23123,2,Photo,1.33905,16.852,15.040999999999999,20.003,197.898,90.001,499.885,4035.3940000000002,5098.559,4.993,90.62100000000001,30.004,1,23,17-02-2019
509,NOLSM24124,3,Photo,1.12362,17.92,14.929,20.0,200.74099999999999,90.001,501.31,3952.67,5052.23,5.035,90.441,30.004,1,24,17-02-2019
510,NOLSM25125,3,Photo,1.62494,20.149,14.995,19.994,200.56,90.001,500.285,3972.34,5047.799,5.008,91.096,29.994,1,25,17-02-2019
511,NOLSM26126,3,Photo,1.18246,17.655,15.036,20.005,198.828,90.0,504.606,4017.1440000000002,5018.69,4.909,90.37700000000001,30.013,1,26,17-02-2019
512,NOLSM27127,1,Photo,1.22609,19.820999999999998,14.96,19.998,198.925,90.001,503.84,4072.913,5016.378,5.104,88.887,29.991999999999997,1,27,17-02-2019
513,NOLSM541211,1,Photo,1.0015399999999999,16.862000000000002,14.931,19.998,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988000000000003,21,1,17-02-2019
514,NOLSM542212,1,Photo,0.9329200000000001,16.674,14.908,19.998,204.234,90.0,504.23400000000004,4084.68,5105.85,5.1160000000000005,93.645,30.000999999999998,21,2,17-02-2019
515,NOLSM543213,2,Photo,0.9930899999999999,16.873,14.917,19.998,204.55599999999998,89.99799999999999,504.556,4091.123,5113.904,5.102,93.47399999999999,29.994,21,3,17-02-2019
516,NOLSM544214,2,Photo,1.0494,16.78,14.912,20.000999999999998,204.21200000000002,89.999,504.212,4084.2340000000004,5105.292,5.098,93.241,30.0,21,4,17-02-2019
517,NOLSM545215,2,Photo,0.93368,16.36,14.966,19.999000000000002,204.238,90.001,504.23800000000006,4084.761,5105.951,5.121,94.516,29.999000000000002,21,5,17-02-2019
518,NOLSM546216,3,Photo,0.51565,16.590999999999998,15.14,20.000999999999998,206.204,89.999,506.204,4124.072,5155.090999999999,5.162999999999999,94.396,29.99,21,6,17-02-2019
519,NOLSM547217,3,Photo,0.49182,16.869,14.947000000000001,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.77600000000001,29.996,21,7,17-02-2019
520,NOLSM548218,3,Photo,0.9739899999999999,17.701,15.056,20.000999999999998,205.604,90.0,505.60400000000004,4112.073,5140.092000000001,5.132000000000001,94.389,30.000999999999998,21,8,17-02-2019
