,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
226,NOLSM4431711443,3,Oxidation,dry,1228.3124359,O2,39.51,0.221,179,699.443,17,38,05-03-2019
227,NOLSM4441712444,3,Oxidation,dry,1111.0930606,O2,32.88,0.196,94,732.934,17,39,05-03-2019
228,NOLSM4451713445,3,Oxidation,dry,1194.6367117,O2,38.11,0.204,117,698.408,17,40,05-03-2019
229,NOLSM4461714446,3,Oxidation,dry,1199.0391863,O2,39.93,0.198,127,703.065,17,41,05-03-2019
230,NOLSM4471715447,3,Oxidation,wet,1024.3098722000002,H2O,35.63,0.19399999999999998,101,704.971,17,42,05-03-2019
231,NOLSM4481716448,3,Oxidation,dry,1279.5080990999998,O2,28.6,0.20600000000000002,145,720.692,17,43,05-03-2019
232,NOLSM4491717449,3,Oxidation,dry,1148.8560711,O2,34.58,0.198,103,716.015,17,44,05-03-2019
233,NOLSM4501718450,3,Oxidation,wet,1136.4762291,H2O,34.95,0.18,129,716.4760000000001,17,45,05-03-2019
234,NOLSM4511719451,3,Oxidation,dry,1097.8605843,O2,32.59,0.217,133,714.01,17,46,05-03-2019
235,NOLSM4521720452,3,Oxidation,dry,1193.047503,O2,38.02,0.195,146,717.0930000000001,17,47,05-03-2019
236,NOLSM4531721453,3,Oxidation,dry,875.37417976,O2,33.81,0.195,56,703.9060000000001,17,48,05-03-2019
237,NOLSM4541722454,3,Oxidation,wet,1067.9509356,H2O,29.05,0.196,112,699.4739999999999,17,49,05-03-2019
238,NOLSM4551723455,3,Oxidation,dry,1030.9471824999998,O2,49.91,0.212,181,699.373,17,50,05-03-2019
239,NOLSM4561724456,3,Oxidation,dry,1124.2759222000002,O2,32.47,0.19899999999999998,118,690.935,17,51,05-03-2019
240,NOLSM4571725457,3,Oxidation,dry,1100.7442062999999,O2,32.82,0.213,154,716.105,17,52,05-03-2019
241,NOLSM4581726458,3,Oxidation,wet,1092.9208933,H2O,36.66,0.204,168,700.377,17,53,05-03-2019
242,NOLSM4591727459,3,Oxidation,dry,1143.4757659000002,O2,35.44,0.22899999999999998,152,707.673,17,54,05-03-2019
243,NOLSM433171,2,Oxidation,wet,1042.2256555,H2O,40.92,0.205,36,696.568,17,1,05-03-2019
244,NOLSM434172,2,Oxidation,dry,1206.1563074,O2,30.34,0.203,50,712.9680000000001,17,2,05-03-2019
245,NOLSM435173,2,Oxidation,dry,1070.9125176,O2,34.53,0.20199999999999999,152,705.6569999999999,17,3,05-03-2019
246,NOLSM436174,2,Oxidation,wet,1037.6639462,H2O,30.03,0.19399999999999998,128,720.82,17,4,05-03-2019
247,NOLSM437175,2,Oxidation,dry,1059.9256516,O2,35.89,0.196,184,702.2130000000001,17,5,05-03-2019
248,NOLSM438176,2,Oxidation,dry,1079.1773100999999,O2,38.25,0.19399999999999998,87,726.498,17,6,05-03-2019
249,NOLSM439177,2,Oxidation,dry,956.31482193,O2,34.68,0.205,135,698.961,17,7,05-03-2019
250,NOLSM440178,2,Oxidation,wet,993.70655818,H2O,33.83,0.22399999999999998,69,712.825,17,8,05-03-2019
251,NOLSM441179,3,Oxidation,dry,1183.5383622000002,O2,33.38,0.21899999999999997,140,710.2339999999999,17,9,05-03-2019
252,NOLSM4421710,3,Oxidation,wet,1027.895912,H2O,30.74,0.20800000000000002,156,702.48,17,10,05-03-2019
253,NOLSM4431711,3,Oxidation,dry,1210.2410455999998,O2,33.7,0.221,179,699.443,17,11,05-03-2019
254,NOLSM4441712,3,Oxidation,dry,1108.3562713,O2,40.49,0.196,94,732.934,17,12,05-03-2019
255,NOLSM4451713,3,Oxidation,dry,1190.9567271,O2,36.9,0.204,117,698.408,17,13,05-03-2019
256,NOLSM4461714,3,Oxidation,dry,1188.9021699999998,O2,35.37,0.198,127,703.065,17,14,05-03-2019
257,NOLSM4471715,3,Oxidation,wet,1011.7493298,H2O,34.45,0.19399999999999998,101,704.971,17,15,05-03-2019
258,NOLSM4481716,3,Oxidation,dry,1259.8264245999999,O2,37.72,0.20600000000000002,145,720.692,17,16,05-03-2019
259,NOLSM4491717,1,Oxidation,dry,1132.4174728,O2,34.57,0.198,103,716.015,17,17,05-03-2019
260,NOLSM4501718,1,Oxidation,wet,1130.1808322000002,H2O,33.18,0.18,129,716.4760000000001,17,18,05-03-2019
261,NOLSM4511719,1,Oxidation,dry,1081.3557359000001,O2,35.95,0.217,133,714.01,17,19,05-03-2019
262,NOLSM4521720,1,Oxidation,dry,1181.7563442,O2,35.61,0.195,146,717.0930000000001,17,20,05-03-2019
263,NOLSM4531721,1,Oxidation,dry,862.01127574,O2,29.07,0.195,56,703.9060000000001,17,21,05-03-2019
264,NOLSM4541722,1,Oxidation,wet,1067.2816232999999,H2O,40.33,0.196,112,699.4739999999999,17,22,05-03-2019
265,NOLSM4551723,1,Oxidation,dry,1030.2701046,O2,36.79,0.212,181,699.373,17,23,05-03-2019
266,NOLSM4561724,2,Oxidation,dry,1114.5866082,O2,33.47,0.19899999999999998,118,690.935,17,24,05-03-2019
267,NOLSM4571725,2,Oxidation,dry,1096.4115442,O2,31.53,0.213,154,716.105,17,25,05-03-2019
268,NOLSM4581726,2,Oxidation,wet,1089.2616674,H2O,30.59,0.204,168,700.377,17,26,05-03-2019
269,NOLSM4591727,2,Oxidation,dry,1142.0060701,O2,27.16,0.22899999999999998,152,707.673,17,27,05-03-2019
270,NOLSM460181460,3,Oxidation,dry,870.96317572,O2,36.74,0.188,195,688.4580000000001,18,28,06-03-2019
271,NOLSM461182461,3,Oxidation,dry,888.16034306,O2,22.18,0.192,199,690.9689999999999,18,29,06-03-2019
272,NOLSM462183462,3,Oxidation,dry,888.12804101,O2,22.18,0.20800000000000002,215,704.8489999999999,18,30,06-03-2019
273,NOLSM463184463,3,Oxidation,dry,885.48990513,O2,22.18,0.2,32,708.054,18,31,06-03-2019
274,NOLSM464185464,3,Oxidation,dry,889.77911888,O2,22.19,0.19399999999999998,31,712.5830000000001,18,32,06-03-2019
275,NOLSM465186465,3,Oxidation,dry,882.33604876,O2,22.18,0.217,31,712.477,18,33,06-03-2019
276,NOLSM466187466,3,Oxidation,dry,885.85217525,O2,22.18,0.201,33,712.4839999999999,18,34,06-03-2019
277,NOLSM467188467,3,Oxidation,dry,880.36939448,O2,22.2,0.204,33,713.7760000000001,18,35,06-03-2019
278,NOLSM468189468,3,Oxidation,dry,882.40978268,O2,22.2,0.204,32,713.6,18,36,06-03-2019
279,NOLSM4691810469,3,Oxidation,dry,890.05271053,O2,22.21,0.2,29,712.25,18,37,06-03-2019
280,NOLSM4701811470,3,Oxidation,dry,889.3029285,O2,22.21,0.19899999999999998,29,712.442,18,38,06-03-2019
281,NOLSM4711812471,3,Oxidation,dry,880.35310337,O2,22.19,0.203,30,712.2130000000001,18,39,06-03-2019
282,NOLSM4721813472,3,Oxidation,dry,874.08303483,O2,22.19,0.204,224,713.7130000000001,18,40,06-03-2019
283,NOLSM4731814473,3,Oxidation,dry,880.73188258,O2,22.19,0.18899999999999997,224,713.21,18,41,06-03-2019
284,NOLSM4741815474,3,Oxidation,dry,883.18271768,O2,22.21,0.218,224,713.755,18,42,06-03-2019
285,NOLSM4751816475,3,Oxidation,dry,889.13665085,O2,22.19,0.20199999999999999,225,714.696,18,43,06-03-2019
286,NOLSM4761817476,3,Oxidation,dry,873.13335775,O2,22.17,0.21600000000000003,224,713.465,18,44,06-03-2019
287,NOLSM4771818477,3,Oxidation,dry,882.87447567,O2,22.12,0.209,223,712.8430000000001,18,45,06-03-2019
288,NOLSM4781819478,3,Oxidation,dry,889.14190775,O2,22.11,0.203,32,713.454,18,46,06-03-2019
289,NOLSM4791820479,3,Oxidation,dry,871.85931778,O2,22.12,0.217,31,713.2239999999999,18,47,06-03-2019
290,NOLSM4801821480,3,Oxidation,dry,882.33681373,O2,22.1,0.218,31,714.11,18,48,06-03-2019
291,NOLSM4811822481,3,Oxidation,dry,890.31492607,O2,22.11,0.217,33,713.825,18,49,06-03-2019
292,NOLSM4821823482,3,Oxidation,dry,880.67809001,O2,22.1,0.21899999999999997,33,715.172,18,50,06-03-2019
293,NOLSM4831824483,3,Oxidation,dry,873.95391385,O2,22.1,0.21600000000000003,32,713.038,18,51,06-03-2019
294,NOLSM4841825484,3,Oxidation,dry,884.15008369,O2,22.1,0.21600000000000003,29,712.9580000000001,18,52,06-03-2019
295,NOLSM4851826485,3,Oxidation,dry,878.12360342,O2,22.09,0.217,29,714.0010000000001,18,53,06-03-2019
296,NOLSM4861827486,3,Oxidation,dry,882.35297936,O2,22.1,0.217,224,713.8480000000001,18,54,06-03-2019
297,NOLSM460181,2,Oxidation,dry,870.1430801000001,O2,22.15,0.188,195,688.4580000000001,18,1,06-03-2019
298,NOLSM461182,2,Oxidation,dry,870.79498925,O2,22.18,0.192,199,690.9689999999999,18,2,06-03-2019
299,NOLSM462183,2,Oxidation,dry,871.00322934,O2,22.18,0.20800000000000002,215,704.8489999999999,18,3,06-03-2019
300,NOLSM463184,2,Oxidation,dry,871.49975321,O2,22.18,0.21100000000000002,218,708.054,18,4,06-03-2019
301,NOLSM464185,3,Oxidation,dry,871.6910602,O2,22.19,0.21600000000000003,223,712.5830000000001,18,5,06-03-2019
302,NOLSM465186,3,Oxidation,dry,872.09640956,O2,22.18,0.21600000000000003,223,712.477,18,6,06-03-2019
303,NOLSM466187,3,Oxidation,dry,871.88032535,O2,22.18,0.21600000000000003,223,712.4839999999999,18,7,06-03-2019
304,NOLSM467188,3,Oxidation,dry,872.35414545,O2,22.2,0.217,224,713.7760000000001,18,8,06-03-2019
305,NOLSM468189,3,Oxidation,dry,872.41419682,O2,22.2,0.217,224,713.6,18,9,06-03-2019
306,NOLSM4691810,3,Oxidation,dry,872.35536954,O2,22.21,0.21600000000000003,223,712.25,18,10,06-03-2019
307,NOLSM4701811,3,Oxidation,dry,872.55656745,O2,22.21,0.21600000000000003,223,712.442,18,11,06-03-2019
308,NOLSM4711812,3,Oxidation,dry,872.18361106,O2,22.19,0.21600000000000003,223,712.2130000000001,18,12,06-03-2019
309,NOLSM4721813,1,Oxidation,dry,872.4719636,O2,22.19,0.217,224,713.7130000000001,18,13,06-03-2019
310,NOLSM4731814,1,Oxidation,dry,872.0302876000001,O2,22.19,0.217,224,713.21,18,14,06-03-2019
311,NOLSM4741815,1,Oxidation,dry,872.50880531,O2,22.21,0.217,224,713.755,18,15,06-03-2019
312,NOLSM4751816,1,Oxidation,dry,872.56577408,O2,22.19,0.218,225,714.696,18,16,06-03-2019
313,NOLSM4761817,1,Oxidation,dry,872.3695462999999,O2,22.17,0.217,224,713.465,18,17,06-03-2019
314,NOLSM4771818,1,Oxidation,dry,872.25270333,O2,22.12,0.21600000000000003,223,712.8430000000001,18,18,06-03-2019
315,NOLSM4781819,1,Oxidation,dry,871.97502601,O2,22.11,0.217,224,713.454,18,19,06-03-2019
316,NOLSM4791820,1,Oxidation,dry,871.32012453,O2,22.12,0.217,224,713.2239999999999,18,20,06-03-2019
317,NOLSM4801821,2,Oxidation,dry,871.51564063,O2,22.1,0.218,225,714.11,18,21,06-03-2019
318,NOLSM4811822,2,Oxidation,dry,871.53129816,O2,22.11,0.217,224,713.825,18,22,06-03-2019
319,NOLSM4821823,2,Oxidation,dry,872.31374778,O2,22.1,0.21899999999999997,226,715.172,18,23,06-03-2019
320,NOLSM4831824,2,Oxidation,dry,871.16391905,O2,22.1,0.21600000000000003,223,713.038,18,24,06-03-2019
321,NOLSM4841825,2,Oxidation,dry,871.4705615,O2,22.1,0.21600000000000003,223,712.9580000000001,18,25,06-03-2019
322,NOLSM4851826,2,Oxidation,dry,871.76830506,O2,22.09,0.217,224,714.0010000000001,18,26,06-03-2019
323,NOLSM4861827,2,Oxidation,dry,871.28766851,O2,22.1,0.217,224,713.8480000000001,18,27,06-03-2019
324,NOLSM487191487,1,Oxidation,dry,872.90841879,O2,22.1,0.21899999999999997,226,715.199,19,28,07-03-2019
325,NOLSM488192488,1,Oxidation,dry,874.39803936,O2,22.1,0.21899999999999997,226,715.385,19,29,07-03-2019
326,NOLSM489193489,1,Oxidation,dry,874.53265232,O2,22.11,0.21899999999999997,226,715.44,19,30,07-03-2019
327,NOLSM490194490,1,Oxidation,dry,878.84741852,O2,22.1,0.22,227,716.953,19,31,07-03-2019
328,NOLSM491195491,1,Oxidation,dry,873.96563895,O2,22.09,0.22,227,716.079,19,32,07-03-2019
329,NOLSM492196492,1,Oxidation,dry,877.52554741,O2,22.08,0.21899999999999997,226,715.605,19,33,07-03-2019
330,NOLSM493197493,1,Oxidation,dry,879.73081712,O2,22.05,0.217,224,713.967,19,34,07-03-2019
331,NOLSM494198494,1,Oxidation,dry,879.23883155,O2,22.03,0.217,224,713.4830000000001,19,35,07-03-2019
332,NOLSM495199495,1,Oxidation,dry,874.03902794,O2,22.04,0.217,224,713.627,19,36,07-03-2019
333,NOLSM4961910496,1,Oxidation,dry,871.9816333999999,O2,22.03,0.218,32,714.956,19,37,07-03-2019
334,NOLSM4971911497,1,Oxidation,dry,891.62181759,O2,22.05,0.217,32,713.64,19,38,07-03-2019
335,NOLSM4981912498,1,Oxidation,dry,874.17668218,O2,22.06,0.21600000000000003,32,712.9760000000001,19,39,07-03-2019
336,NOLSM4991913499,1,Oxidation,dry,879.13635125,O2,22.05,0.21899999999999997,32,715.564,19,40,07-03-2019
337,NOLSM5001914500,1,Oxidation,dry,890.59910408,O2,22.03,0.21899999999999997,31,715.6039999999999,19,41,07-03-2019
338,NOLSM5011915501,1,Oxidation,dry,873.4751335000001,O2,32.8,0.218,32,714.557,19,42,07-03-2019
339,NOLSM5021916502,1,Oxidation,dry,881.61989659,O2,31.86,0.22,31,716.48,19,43,07-03-2019
340,NOLSM5031917503,1,Oxidation,dry,884.07723413,O2,39.51,0.22,34,716.51,19,44,07-03-2019
341,NOLSM5041918504,1,Oxidation,dry,871.92250526,O2,32.88,0.22,33,716.331,19,45,07-03-2019
342,NOLSM5051919505,1,Oxidation,dry,884.24148703,O2,38.11,0.213,32,709.949,19,46,07-03-2019
343,NOLSM5061920506,1,Oxidation,dry,872.3001329,O2,39.93,0.213,220,709.495,19,47,07-03-2019
344,NOLSM5071921507,1,Oxidation,dry,874.92122047,O2,35.63,0.2,220,710.112,19,48,07-03-2019
345,NOLSM5081922508,1,Oxidation,dry,884.23431761,O2,28.6,0.19399999999999998,222,711.5889999999999,19,49,07-03-2019
346,NOLSM5091923509,1,Oxidation,dry,881.56426228,O2,34.58,0.217,220,709.742,19,50,07-03-2019
347,NOLSM5101924510,1,Oxidation,dry,891.90259791,O2,34.95,0.201,32,709.498,19,51,07-03-2019
348,NOLSM5111925511,1,Oxidation,dry,877.69408725,O2,32.59,0.204,32,709.085,19,52,07-03-2019
349,NOLSM5121926512,1,Oxidation,dry,875.85119126,O2,38.02,0.204,32,710.5360000000001,19,53,07-03-2019
350,NOLSM5131927513,1,Oxidation,dry,880.40853416,O2,33.81,0.2,32,706.929,19,54,07-03-2019
351,NOLSM487191,2,Oxidation,dry,872.16752949,O2,22.1,0.21899999999999997,226,715.199,19,1,07-03-2019
352,NOLSM488192,2,Oxidation,dry,870.85492249,O2,22.1,0.21899999999999997,226,715.385,19,2,07-03-2019
353,NOLSM489193,3,Oxidation,dry,871.32505019,O2,22.11,0.21899999999999997,226,715.44,19,3,07-03-2019
354,NOLSM490194,3,Oxidation,dry,871.90263189,O2,22.1,0.22,227,716.953,19,4,07-03-2019
355,NOLSM491195,3,Oxidation,dry,872.37282303,O2,22.09,0.22,227,716.079,19,5,07-03-2019
356,NOLSM492196,3,Oxidation,dry,871.87443868,O2,22.08,0.21899999999999997,226,715.605,19,6,07-03-2019
357,NOLSM493197,3,Oxidation,dry,871.70721459,O2,22.05,0.217,224,713.967,19,7,07-03-2019
358,NOLSM494198,3,Oxidation,dry,870.5105735,O2,22.03,0.217,224,713.4830000000001,19,8,07-03-2019
359,NOLSM495199,3,Oxidation,dry,871.45617462,O2,22.04,0.217,224,713.627,19,9,07-03-2019
360,NOLSM4961910,3,Oxidation,dry,871.28892543,O2,22.03,0.218,225,714.956,19,10,07-03-2019
361,NOLSM4971911,3,Oxidation,dry,872.20621228,O2,22.05,0.217,224,713.64,19,11,07-03-2019
362,NOLSM4981912,1,Oxidation,dry,871.50211527,O2,22.06,0.21600000000000003,223,712.9760000000001,19,12,07-03-2019
363,NOLSM4991913,1,Oxidation,dry,871.50470097,O2,22.05,0.21899999999999997,226,715.564,19,13,07-03-2019
364,NOLSM5001914,1,Oxidation,dry,871.80098572,O2,22.03,0.21899999999999997,226,715.6039999999999,19,14,07-03-2019
365,NOLSM5011915,1,Oxidation,dry,870.53538305,O2,22.04,0.218,225,714.557,19,15,07-03-2019
366,NOLSM5021916,1,Oxidation,dry,871.4795899000001,O2,22.04,0.22,227,716.48,19,16,07-03-2019
367,NOLSM5031917,1,Oxidation,dry,871.14314497,O2,21.96,0.22,227,716.51,19,17,07-03-2019
368,NOLSM5041918,1,Oxidation,dry,871.01062097,O2,21.94,0.22,227,716.331,19,18,07-03-2019
369,NOLSM5051919,1,Oxidation,dry,871.47482083,O2,22.13,0.213,220,709.949,19,19,07-03-2019
370,NOLSM5061920,1,Oxidation,dry,871.39598595,O2,22.14,0.213,220,709.495,19,20,07-03-2019
371,NOLSM5071921,2,Oxidation,dry,872.38893671,O2,22.14,0.213,220,710.112,19,21,07-03-2019
372,NOLSM5081922,2,Oxidation,dry,872.88028814,O2,22.14,0.215,222,711.5889999999999,19,22,07-03-2019
373,NOLSM5091923,2,Oxidation,dry,871.80845558,O2,22.15,0.213,220,709.742,19,23,07-03-2019
374,NOLSM5101924,2,Oxidation,dry,872.3073461000001,O2,22.23,0.213,220,709.498,19,24,07-03-2019
375,NOLSM5111925,2,Oxidation,dry,871.55135347,O2,22.16,0.212,219,709.085,19,25,07-03-2019
376,NOLSM5121926,2,Oxidation,dry,872.24084414,O2,22.17,0.214,221,710.5360000000001,19,26,07-03-2019
377,NOLSM5131927,2,Oxidation,dry,871.7324707999999,O2,22.15,0.21,217,706.929,19,27,07-03-2019
378,NOLSM514201514,1,Oxidation,dry,890.99526812,O2,22.15,0.19899999999999998,31,706.65,20,28,08-03-2019
379,NOLSM515202515,1,Oxidation,dry,876.93962735,O2,22.15,0.203,32,705.8560000000001,20,29,08-03-2019
380,NOLSM516203516,1,Oxidation,dry,887.73856571,O2,22.15,0.204,31,707.4839999999999,20,30,08-03-2019
381,NOLSM517204517,1,Oxidation,dry,886.86714119,O2,22.15,0.18899999999999997,34,706.93,20,31,08-03-2019
382,NOLSM518205518,1,Oxidation,dry,881.30736107,O2,22.17,0.218,33,709.798,20,32,08-03-2019
383,NOLSM519206519,1,Oxidation,dry,874.32365197,O2,22.17,0.20199999999999999,32,709.0830000000001,20,33,08-03-2019
384,NOLSM520207520,1,Oxidation,dry,882.38482181,O2,22.15,0.21600000000000003,32,709.835,20,34,08-03-2019
385,NOLSM521208521,1,Oxidation,dry,875.83357034,O2,22.14,0.209,32,709.288,20,35,08-03-2019
386,NOLSM522209522,1,Oxidation,dry,886.61080514,O2,22.16,0.203,32,713.6080000000001,20,36,08-03-2019
387,NOLSM5232010523,1,Oxidation,dry,881.08445368,O2,22.17,0.205,31,712.692,20,37,08-03-2019
388,NOLSM5242011524,1,Oxidation,dry,891.09576244,O2,22.18,0.19399999999999998,32,714.415,20,38,08-03-2019
389,NOLSM5252012525,1,Oxidation,dry,876.16634641,O2,22.16,0.215,30,715.404,20,39,08-03-2019
390,NOLSM5262013526,1,Oxidation,dry,874.35556677,O2,22.18,0.213,28,713.132,20,40,08-03-2019
391,NOLSM5272014527,1,Oxidation,dry,880.29024947,O2,22.18,0.214,31,710.33,20,41,08-03-2019
392,NOLSM5282015528,1,Oxidation,dry,889.90348829,O2,22.18,0.215,30,711.3739999999999,20,42,08-03-2019
393,NOLSM5292016529,1,Oxidation,dry,877.02942476,O2,22.17,0.21600000000000003,27,712.3389999999999,20,43,08-03-2019
394,NOLSM5302017530,1,Oxidation,dry,876.58826529,O2,22.16,0.21600000000000003,27,712.4910000000001,20,44,08-03-2019
395,NOLSM5312018531,1,Oxidation,dry,875.10104648,O2,22.17,0.215,27,711.695,20,45,08-03-2019
396,NOLSM5322019532,1,Oxidation,dry,887.28241933,O2,22.15,0.215,24,711.5269999999999,20,46,08-03-2019
397,NOLSM5332020533,1,Oxidation,dry,876.81081775,O2,22.15,0.215,23,711.9630000000001,20,47,08-03-2019
398,NOLSM5342021534,1,Oxidation,dry,887.26652786,O2,22.16,0.215,23,711.7360000000001,20,48,08-03-2019
399,NOLSM5352022535,1,Oxidation,dry,886.61399547,O2,22.15,0.21600000000000003,23,712.87,20,49,08-03-2019
400,NOLSM5362023536,1,Oxidation,dry,886.79477128,O2,22.15,0.215,24,711.696,20,50,08-03-2019
401,NOLSM5372024537,1,Oxidation,dry,884.91854177,O2,22.12,0.215,25,711.6419999999999,20,51,08-03-2019
402,NOLSM5382025538,1,Oxidation,dry,884.45444246,O2,22.12,0.215,25,711.194,20,52,08-03-2019
403,NOLSM5392026539,1,Oxidation,dry,884.94154258,O2,22.14,0.21600000000000003,25,712.558,20,53,08-03-2019
404,NOLSM5402027540,1,Oxidation,dry,876.49466923,O2,22.15,0.217,25,714.02,20,54,08-03-2019
405,NOLSM514201,2,Oxidation,dry,871.65186099,O2,22.15,0.21,217,706.65,20,1,08-03-2019
406,NOLSM515202,3,Oxidation,dry,871.34130369,O2,22.15,0.209,216,705.8560000000001,20,2,08-03-2019
407,NOLSM516203,3,Oxidation,dry,872.00342328,O2,22.15,0.21100000000000002,218,707.4839999999999,20,3,08-03-2019
408,NOLSM517204,3,Oxidation,dry,871.39330333,O2,22.15,0.21,217,706.93,20,4,08-03-2019
409,NOLSM518205,3,Oxidation,dry,871.74126662,O2,22.17,0.213,220,709.798,20,5,08-03-2019
410,NOLSM519206,3,Oxidation,dry,872.03760846,O2,22.17,0.212,219,709.0830000000001,20,6,08-03-2019
411,NOLSM520207,3,Oxidation,dry,871.47797396,O2,22.15,0.213,220,709.835,20,7,08-03-2019
412,NOLSM521208,3,Oxidation,dry,871.63700975,O2,22.14,0.213,220,709.288,20,8,08-03-2019
413,NOLSM522209,3,Oxidation,dry,872.25252384,O2,22.16,0.213,220,709.2860000000001,20,9,08-03-2019
414,NOLSM5232010,1,Oxidation,dry,872.18789019,O2,22.17,0.214,221,710.471,20,10,08-03-2019
415,NOLSM5242011,1,Oxidation,dry,871.87633821,O2,22.18,0.214,221,711.086,20,11,08-03-2019
416,NOLSM5252012,1,Oxidation,dry,872.15129608,O2,22.16,0.215,222,711.327,20,12,08-03-2019
417,NOLSM5262013,1,Oxidation,dry,872.35149589,O2,22.18,0.213,220,709.459,20,13,08-03-2019
418,NOLSM5272014,1,Oxidation,dry,871.86829051,O2,22.18,0.214,221,710.33,20,14,08-03-2019
419,NOLSM5282015,1,Oxidation,dry,871.88747133,O2,22.18,0.215,222,711.3739999999999,20,15,08-03-2019
420,NOLSM5292016,1,Oxidation,dry,872.34676392,O2,22.17,0.21600000000000003,223,712.3389999999999,20,16,08-03-2019
421,NOLSM5302017,1,Oxidation,dry,871.88710537,O2,22.16,0.21600000000000003,223,712.4910000000001,20,17,08-03-2019
422,NOLSM5312018,1,Oxidation,dry,872.02274768,O2,22.17,0.215,222,711.695,20,18,08-03-2019
423,NOLSM5322019,2,Oxidation,dry,871.85757574,O2,22.15,0.215,222,711.5269999999999,20,19,08-03-2019
424,NOLSM5332020,2,Oxidation,dry,872.37015214,O2,22.15,0.215,222,711.9630000000001,20,20,08-03-2019
425,NOLSM5342021,2,Oxidation,dry,871.55553967,O2,22.16,0.215,222,711.7360000000001,20,21,08-03-2019
426,NOLSM5352022,2,Oxidation,dry,871.89502628,O2,22.15,0.21600000000000003,223,712.87,20,22,08-03-2019
427,NOLSM5362023,2,Oxidation,dry,871.71331546,O2,22.15,0.215,222,711.696,20,23,08-03-2019
428,NOLSM5372024,2,Oxidation,dry,871.95457199,O2,22.12,0.215,222,711.6419999999999,20,24,08-03-2019
429,NOLSM5382025,2,Oxidation,dry,871.02012613,O2,22.12,0.215,222,711.194,20,25,08-03-2019
430,NOLSM5392026,2,Oxidation,dry,871.57254079,O2,22.14,0.21600000000000003,223,712.558,20,26,08-03-2019
431,NOLSM5402027,3,Oxidation,dry,872.09571008,O2,22.15,0.217,224,714.02,20,27,08-03-2019
432,NOLSM1111,1,Oxidation,wet,1154.4485207999999,H2O,32.8,0.2,62,699.443,1,28,17-02-2019
433,NOLSM2122,1,Oxidation,wet,1235.8437935999998,H2O,31.86,0.19399999999999998,137,708.257,1,29,17-02-2019
434,NOLSM3133,1,Oxidation,dry,1066.2744043999999,O2,39.51,0.217,128,696.21,1,30,17-02-2019
435,NOLSM4144,1,Oxidation,dry,1133.6324281,O2,32.88,0.201,90,708.2669999999999,1,31,17-02-2019
436,NOLSM5155,1,Oxidation,wet,1002.1391064999999,H2O,38.11,0.204,98,709.319,1,32,17-02-2019
437,NOLSM6166,1,Oxidation,wet,991.88159881,H2O,39.93,0.204,132,720.6010000000001,1,33,17-02-2019
438,NOLSM7177,1,Oxidation,dry,1143.0735999,O2,35.63,0.2,74,709.703,1,34,17-02-2019
439,NOLSM8188,1,Oxidation,wet,1100.0640761,H2O,28.6,0.19899999999999998,291,696.438,1,35,17-02-2019
440,NOLSM9199,1,Oxidation,dry,1053.4991165,O2,34.58,0.203,61,712.977,1,36,17-02-2019
441,NOLSM1011010,1,Oxidation,wet,1117.0208868,H2O,34.95,0.204,117,725.873,1,37,17-02-2019
442,NOLSM1111111,1,Oxidation,dry,1091.4593608,O2,32.59,0.18899999999999997,87,689.049,1,38,17-02-2019
443,NOLSM1211212,1,Oxidation,wet,1131.0956617999998,H2O,38.02,0.218,80,708.738,1,39,17-02-2019
444,NOLSM1311313,1,Oxidation,dry,1196.1459059000001,O2,33.81,0.20199999999999999,149,716.118,1,40,17-02-2019
445,NOLSM1411414,1,Oxidation,dry,1102.0197005,O2,29.05,0.21600000000000003,149,703.595,1,41,17-02-2019
446,NOLSM1511515,1,Oxidation,dry,1028.4746219,O2,49.91,0.209,101,721.105,1,42,17-02-2019
447,NOLSM1611616,1,Oxidation,dry,1112.4641126,O2,32.47,0.203,112,703.686,1,43,17-02-2019
448,NOLSM1711717,1,Oxidation,dry,1105.4324933,O2,32.82,0.205,101,702.403,1,44,17-02-2019
449,NOLSM1811818,1,Oxidation,wet,1011.0498107000001,H2O,36.66,0.19399999999999998,148,707.175,1,45,17-02-2019
450,NOLSM1911919,1,Oxidation,wet,1027.2128927,H2O,35.44,0.203,157,719.64,1,46,17-02-2019
451,NOLSM2012020,1,Oxidation,dry,1049.253776,O2,36.74,0.205,147,709.8380000000001,1,47,17-02-2019
452,NOLSM2112121,1,Oxidation,dry,1002.707102,O2,25.53,0.203,56,708.257,1,48,17-02-2019
453,NOLSM2212222,1,Oxidation,dry,1091.0023869000001,O2,42.37,0.212,84,696.21,1,49,17-02-2019
454,NOLSM2312323,1,Oxidation,dry,1074.930136,O2,31.47,0.212,117,708.2669999999999,1,50,17-02-2019
455,NOLSM2412424,1,Oxidation,dry,1070.7001407,O2,37.17,0.205,137,709.319,1,51,17-02-2019
456,NOLSM2512525,1,Oxidation,wet,1039.4586242999999,H2O,35.36,0.21,125,720.6010000000001,1,52,17-02-2019
457,NOLSM2612626,1,Oxidation,dry,1106.5844297,O2,39.02,0.20600000000000002,204,696.9730000000001,1,53,17-02-2019
458,NOLSM2712727,1,Oxidation,wet,959.09692305,H2O,33.41,0.218,144,713.383,1,54,17-02-2019
