,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
403,NOLSM5392026539,2,Implantation,6432183000000000.0,6.425273e+16,2.929125e+17,2.996839e+17,5.999996e+17,32299.683999999997,104.527,931.0,157,20,53,08-03-2019
404,NOLSM5402027540,3,Implantation,1.7035e+16,4.147808e+16,9196357000000000.0,2.997427e+17,6.000024e+17,32302.118,104.586,929.0,157,20,54,08-03-2019
405,NOLSM514201,3,Implantation,1.850518e+16,6.324124e+16,44098460000000.0,2.995988e+17,6.000005e+17,32301.028,102.21799999999999,907.0,153,20,1,08-03-2019
406,NOLSM515202,3,Implantation,2.140434e+16,1.905127e+17,8.694113e+17,3.003798e+17,5.999993e+17,32301.566000000003,102.28399999999999,912.0,153,20,2,08-03-2019
407,NOLSM516203,2,Implantation,2809991000000000.0,1.86615e+16,6.387481e+16,2.9995e+17,5.999993e+17,32299.397999999997,103.155,907.0,155,20,3,08-03-2019
408,NOLSM517204,1,Implantation,7682070000000000.0,7.680674e+16,1616203000000000.0,2.984998e+17,5.999999e+17,32297.597,102.491,923.0,154,20,4,08-03-2019
409,NOLSM518205,1,Implantation,1.346997e+16,1.47066e+16,4.39469,3.009208e+17,5.999995e+17,32298.998,104.3,919.0,156,20,5,08-03-2019
410,NOLSM519206,2,Implantation,1.037538e+16,1.674795e+16,3.086735e+17,3.000883e+17,6.000002e+17,32298.324,103.594,919.0,155,20,6,08-03-2019
411,NOLSM520207,3,Implantation,4506714000000000.0,293026600000000.0,2293868000000.0,2.993495e+17,5.999999e+17,32301.632,103.396,917.0,155,20,7,08-03-2019
412,NOLSM521208,2,Implantation,6349694000000000.0,3.41666e+16,3.370315e+17,2.977419e+17,5.999995e+17,32300.207000000002,103.917,921.0,156,20,8,08-03-2019
413,NOLSM522209,1,Implantation,5820501000000000.0,4.178674e+16,3.270174e+17,3.009813e+17,5.999995e+17,32296.267000000003,104.57799999999999,920.0,157,20,9,08-03-2019
414,NOLSM5232010,1,Implantation,3915755000000000.0,3057635000000000.0,615063400000000.0,2.990698e+17,5.999996e+17,32299.096,103.946,926.0,156,20,10,08-03-2019
415,NOLSM5242011,2,Implantation,1.321816e+16,6.50648e+16,6.626669e+17,2.989232e+17,6.000001e+17,32301.183999999997,104.294,926.0,156,20,11,08-03-2019
416,NOLSM5252012,3,Implantation,8594768000000000.0,702765500000000.0,3467527000000.0,3.003801e+17,6.000022e+17,32299.767999999996,103.934,917.0,156,20,12,08-03-2019
417,NOLSM5262013,3,Implantation,9399084000000000.0,2.126584e+16,5.528962e+17,3.010853e+17,5.999999e+17,32299.45,103.62899999999999,923.0,155,20,13,08-03-2019
418,NOLSM5272014,2,Implantation,9463841000000000.0,7.491501e+16,5.669772e+17,3.001782e+17,5.999997e+17,32300.321,103.98,925.0,156,20,14,08-03-2019
419,NOLSM5282015,1,Implantation,1.676004e+16,1.672275e+17,9.985389e+17,3.020277e+17,6e+17,32298.304,104.29299999999999,928.0,156,20,15,08-03-2019
420,NOLSM5292016,1,Implantation,8589849000000000.0,1.984643e+16,4.286924e+16,2.994969e+17,5.999997e+17,32298.664,104.62700000000001,928.0,157,20,16,08-03-2019
421,NOLSM5302017,2,Implantation,1.535906e+16,5.107125e+16,1.430288e+16,2.99028e+17,5.999997e+17,32298.65,104.337,927.0,157,20,17,08-03-2019
422,NOLSM5312018,3,Implantation,5081659000000000.0,5320792000000000.0,7.892342e+16,2.972893e+17,6.000011e+17,32299.38,104.28399999999999,927.0,156,20,18,08-03-2019
423,NOLSM5322019,3,Implantation,1.627556e+16,13455980000000.0,2804481000000000.0,2.990329e+17,6e+17,32296.996,104.359,926.0,157,20,19,08-03-2019
424,NOLSM5332020,2,Implantation,1.227509e+16,1.058128e+17,7.106542e+17,2.999918e+17,5.999992e+17,32300.456000000002,104.26100000000001,925.0,156,20,20,08-03-2019
425,NOLSM5342021,1,Implantation,1.680407e+16,1.602298e+17,8.376132e+17,2.996868e+17,6.000008e+17,32302.568,104.24700000000001,929.0,156,20,21,08-03-2019
426,NOLSM5352022,1,Implantation,1.799584e+16,1.490692e+17,6.06571e+17,2.996071e+17,5.999983e+17,32302.655,104.49,925.0,157,20,22,08-03-2019
427,NOLSM5362023,2,Implantation,2.175343e+16,1.451187e+16,40329280000000.0,2.978189e+17,5.999993e+17,32300.28,104.234,926.0,156,20,23,08-03-2019
428,NOLSM5372024,3,Implantation,1.247549e+16,158364500000000.0,131373194.56,2.991355e+17,6.000008e+17,32298.299,104.196,922.0,156,20,24,08-03-2019
429,NOLSM5382025,2,Implantation,1.460877e+16,2.45635e+16,551152800000000.0,3.008366e+17,5.999985e+17,32299.462000000003,103.98700000000001,926.0,156,20,25,08-03-2019
430,NOLSM5392026,1,Implantation,6432183000000000.0,6.425273e+16,2.929125e+17,2.996839e+17,5.999996e+17,32299.683999999997,104.527,931.0,157,20,26,08-03-2019
431,NOLSM5402027,1,Implantation,1.7035e+16,4.147808e+16,9196357000000000.0,2.997427e+17,6.000024e+17,32302.118,104.586,929.0,157,20,27,08-03-2019
432,NOLSM1111,1,Implantation,9997373000000000.0,1.346079e+17,3.468281e+17,3.002593e+17,6.000007e+17,31574.41,102.84700000000001,885.0,154,1,28,17-02-2019
433,NOLSM2122,2,Implantation,9705928000000000.0,1.389326e+17,3.838008e+17,3.017903e+17,6.000012e+17,31580.213,104.323,919.0,154,1,29,17-02-2019
434,NOLSM3133,3,Implantation,1.761358e+16,8.782248e+16,6.014497e+17,2.994231e+17,6.000002e+17,32162.414,100.605,916.0,155,1,30,17-02-2019
435,NOLSM4144,1,Implantation,1.148303e+16,9.776566e+16,6.646884e+16,2.991354e+17,6.000003e+17,32874.925,101.73899999999999,911.0,156,1,31,17-02-2019
436,NOLSM5155,2,Implantation,9769204000000000.0,1.222219e+17,2.49609e+17,3.005576e+17,6.000013e+17,30985.928,106.42200000000001,872.0,155,1,32,17-02-2019
437,NOLSM6166,3,Implantation,1.175344e+16,9.343259e+16,4.461135e+17,3.003439e+17,5.999986e+17,31997.243,103.46600000000001,924.0,149,1,33,17-02-2019
438,NOLSM7177,1,Implantation,1.446468e+16,8.035204e+16,3.242831e+17,2.999513e+17,5.999998e+17,31464.087000000003,100.054,882.0,154,1,34,17-02-2019
439,NOLSM8188,2,Implantation,1.292303e+16,9.883959e+16,2.291419e+17,3.015216e+17,6.000005e+17,31776.157000000003,104.32799999999999,885.0,153,1,35,17-02-2019
440,NOLSM9199,3,Implantation,1.713315e+16,1.369364e+17,1.27114e+18,2.996128e+17,5.999996e+17,31692.407000000003,104.575,906.0,156,1,36,17-02-2019
441,NOLSM1011010,1,Implantation,8354681000000000.0,2.650113e+16,4.66949e+17,3.010596e+17,5.999989e+17,32927.629,106.633,898.0,158,1,37,17-02-2019
442,NOLSM1111111,2,Implantation,1.736793e+16,2.39343e+16,9.600094e+17,2.989463e+17,6.000002e+17,31691.366,105.291,891.0,156,1,38,17-02-2019
443,NOLSM1211212,3,Implantation,1.371259e+16,8.908177e+16,7.436403e+17,3.003316e+17,5.999984e+17,31201.151,105.485,906.0,153,1,39,17-02-2019
444,NOLSM1311313,1,Implantation,1.376035e+16,1.218307e+17,7.799705e+17,3.025238e+17,6.000021e+17,31655.39,104.646,898.0,151,1,40,17-02-2019
445,NOLSM1411414,2,Implantation,1.261232e+16,1.114255e+17,6.0035e+17,3.029654e+17,6.000011e+17,30953.889,104.291,897.0,152,1,41,17-02-2019
446,NOLSM1511515,3,Implantation,7253277000000000.0,9.582958e+16,2.286922e+17,3.009416e+17,5.999996e+17,31211.391,102.585,899.0,151,1,42,17-02-2019
447,NOLSM1611616,1,Implantation,9515444000000000.0,4.841094e+16,9.963945e+17,2.992162e+17,5.999984e+17,31603.462000000003,106.007,910.0,156,1,43,17-02-2019
448,NOLSM1711717,2,Implantation,1.288988e+16,5.537654e+16,5.802794e+17,2.99731e+17,5.999975e+17,31197.908,103.454,910.0,155,1,44,17-02-2019
449,NOLSM1811818,3,Implantation,8412184000000000.0,1.656621e+17,9.850025e+17,3.00217e+17,5.999992e+17,31359.595,103.046,894.0,156,1,45,17-02-2019
450,NOLSM1911919,1,Implantation,1.30369e+16,1.003419e+17,7.400214e+17,3.016296e+17,5.999994e+17,32409.504,106.244,899.0,154,1,46,17-02-2019
451,NOLSM2012020,2,Implantation,1.233285e+16,9.301029e+16,2.58609e+17,3.034747e+17,6.000006e+17,32922.767,104.804,923.0,152,1,47,17-02-2019
452,NOLSM2112121,3,Implantation,1.417545e+16,1.866649e+16,2.188458e+17,3.011953e+17,6.00001e+17,30786.77,101.334,920.0,154,1,48,17-02-2019
453,NOLSM2212222,1,Implantation,9743628000000000.0,1.412765e+17,3.595885e+17,3.000941e+17,5.999988e+17,30857.277000000002,101.93299999999999,897.0,154,1,49,17-02-2019
454,NOLSM2312323,2,Implantation,1.255924e+16,3.112503e+16,7.90051e+17,3.023858e+17,5.99999e+17,32295.6,100.745,884.0,155,1,50,17-02-2019
455,NOLSM2412424,3,Implantation,5205382000000000.0,4.092096e+16,6.657654e+17,3.00668e+17,5.999966e+17,31614.158,104.38,917.0,155,1,51,17-02-2019
456,NOLSM2512525,1,Implantation,1.769117e+16,1.305478e+17,9.923419e+17,3.005993e+17,5.999993e+17,30534.747000000003,100.51700000000001,915.0,156,1,52,17-02-2019
457,NOLSM2612626,2,Implantation,2.046552e+16,1.427244e+17,5.002561e+17,3.000664e+17,6.000002e+17,32268.827999999998,102.99799999999999,898.0,159,1,53,17-02-2019
458,NOLSM2712727,3,Implantation,1.010194e+16,2.132326e+16,7.534695e+17,3.01607e+17,6.00001e+17,31093.054,101.814,903.0,156,1,54,17-02-2019
459,NOLSM541211541,1,Implantation,1.96097e+16,1.650201e+17,2.111725e+17,3.004396e+17,6.000004e+17,32302.213,104.667,934.0,157,21,28,17-02-2019
460,NOLSM542212542,2,Implantation,1.308904e+16,1.300819e+17,6.302677e+17,3.012086e+17,5.999987e+17,32301.804,105.49799999999999,933.0,158,21,29,17-02-2019
461,NOLSM543213543,3,Implantation,2.125899e+16,1.543539e+17,1018508000000.0,3.010809e+17,5.999999e+17,32300.132999999998,104.943,931.0,157,21,30,17-02-2019
462,NOLSM544214544,1,Implantation,1.350751e+16,1.069734e+17,1.027742e+16,2.992235e+17,5.999984e+17,32300.191000000003,105.104,928.0,158,21,31,17-02-2019
463,NOLSM545215545,2,Implantation,5854710000000000.0,3.488347e+16,2.279936e+16,2.983283e+17,6.000004e+17,32299.577,105.413,938.0,158,21,32,17-02-2019
464,NOLSM546216546,3,Implantation,1.853831e+16,2197453000000000.0,27458226884.0,3.015342e+17,6.000014e+17,32299.568,106.43299999999999,938.0,160,21,33,17-02-2019
465,NOLSM547217547,1,Implantation,1.561375e+16,43926980000000.0,108622700000000.0,3.005677e+17,5.999997e+17,32299.833,106.404,932.0,160,21,34,17-02-2019
466,NOLSM548218548,2,Implantation,1.677202e+16,1.425758e+16,98061020000000.0,3.006389e+17,5.999994e+17,32300.763,105.575,937.0,158,21,35,17-02-2019
467,NOLSM549219549,3,Implantation,1.425577e+16,1.067394e+17,5.712897e+17,2.985864e+17,5.999989e+17,32302.167,105.56299999999999,922.0,158,21,36,17-02-2019
468,NOLSM5502110550,1,Implantation,1.682071e+16,1.644341e+17,7.773067e+17,2.996121e+17,6.000002e+17,32302.291,104.26299999999999,929.0,156,21,37,17-02-2019
469,NOLSM5512111551,2,Implantation,1.458615e+16,2268193000000000.0,5.918993e+16,2.999739e+17,5.999994e+17,32297.831000000002,104.728,927.0,157,21,38,17-02-2019
470,NOLSM5522112552,3,Implantation,1.434732e+16,1.119017e+17,5.203615e+17,2.987086e+17,6.000005e+17,32301.493,104.633,924.0,157,21,39,17-02-2019
471,NOLSM5532113553,1,Implantation,1.034814e+16,1.028102e+17,5.834043e+17,2.997104e+17,6.000015e+17,32300.641,104.301,923.0,156,21,40,17-02-2019
472,NOLSM5542114554,2,Implantation,1.780578e+16,1.351668e+17,3.207938e+16,3.004882e+17,6.000002e+17,32301.962000000003,104.59200000000001,924.0,157,21,41,17-02-2019
473,NOLSM5552115555,3,Implantation,4872303000000000.0,1.44659e+16,2.917002e+17,3.022345e+17,5.999988e+17,32296.959,104.787,923.0,157,21,42,17-02-2019
474,NOLSM5562116556,1,Implantation,1.168006e+16,1.157667e+17,9.426618e+16,3.019191e+17,6.000007e+17,32299.553,104.375,929.0,157,21,43,17-02-2019
475,NOLSM5572117557,2,Implantation,7556981000000000.0,2.9316e+16,894104800000000.0,2.994184e+17,6.000002e+17,32300.0,104.65899999999999,918.0,157,21,44,17-02-2019
476,NOLSM5582118558,3,Implantation,1.541319e+16,1.36466e+17,1.887095e+17,3.003867e+17,5.999998e+17,32299.332000000002,103.766,921.0,156,21,45,17-02-2019
477,NOLSM5592119559,1,Implantation,5274932000000000.0,4.070789e+16,1.087434e+17,2.997984e+17,5.999989e+17,32302.041,104.07799999999999,921.0,156,21,46,17-02-2019
478,NOLSM5602120560,2,Implantation,6882708000000000.0,5.418672e+16,6.583192e+16,3.000671e+17,5.999987e+17,32305.414,103.699,921.0,156,21,47,17-02-2019
479,NOLSM5612121561,3,Implantation,3489303000000000.0,1.396531e+17,2.960193e+16,2.988304e+17,5.999986e+17,32299.686,103.919,920.0,156,21,48,17-02-2019
480,NOLSM5622122562,1,Implantation,1.512306e+16,5.460003e+16,1.323255e+17,2.991848e+17,6.000009e+17,32300.601000000002,103.634,916.0,155,21,49,17-02-2019
481,NOLSM5632123563,2,Implantation,4243255000000000.0,2147564000000000.0,2272695000000.0,3.001018e+17,5.999981e+17,32299.226000000002,103.488,919.0,155,21,50,17-02-2019
482,NOLSM5642124564,3,Implantation,5948973000000000.0,1.545131e+17,1.036657e+18,3.013566e+17,6.000022e+17,32298.267000000003,103.604,918.0,155,21,51,17-02-2019
483,NOLSM5652125565,1,Implantation,1.141606e+16,509211700000000.0,6022630000000000.0,3.003824e+17,6.000006e+17,32299.142000000003,103.249,920.0,155,21,52,17-02-2019
484,NOLSM5662126566,2,Implantation,1.591346e+16,1.221343e+17,4.112089e+17,3.00455e+17,5.999993e+17,32301.724,103.595,918.0,155,21,53,17-02-2019
485,NOLSM5672127567,3,Implantation,6791333000000000.0,1.530867e+16,6889830000000000.0,3.014131e+17,5.999984e+17,32202.644,103.19200000000001,924.0,155,21,54,17-02-2019
486,NOLSM111,3,Implantation,9997373000000000.0,1.346079e+17,3.468281e+17,3.002593e+17,6.000007e+17,31574.41,102.84700000000001,885.0,154,1,1,17-02-2019
487,NOLSM212,2,Implantation,9705928000000000.0,1.389326e+17,3.838008e+17,3.017903e+17,6.000012e+17,31580.213,104.323,919.0,154,1,2,17-02-2019
488,NOLSM313,1,Implantation,1.761358e+16,8.782248e+16,6.014497e+17,2.994231e+17,6.000002e+17,32162.414,100.605,916.0,155,1,3,17-02-2019
489,NOLSM414,1,Implantation,1.148303e+16,9.776566e+16,6.646884e+16,2.991354e+17,6.000003e+17,32874.925,101.73899999999999,911.0,156,1,4,17-02-2019
490,NOLSM515,2,Implantation,9769204000000000.0,1.222219e+17,2.49609e+17,3.005576e+17,6.000013e+17,30985.928,106.42200000000001,872.0,155,1,5,17-02-2019
491,NOLSM616,3,Implantation,1.175344e+16,9.343259e+16,4.461135e+17,3.003439e+17,5.999986e+17,31997.243,103.46600000000001,924.0,149,1,6,17-02-2019
492,NOLSM717,2,Implantation,1.446468e+16,8.035204e+16,3.242831e+17,2.999513e+17,5.999998e+17,31464.087000000003,100.054,882.0,154,1,7,17-02-2019
493,NOLSM818,1,Implantation,1.292303e+16,9.883959e+16,2.291419e+17,3.015216e+17,6.000005e+17,31776.157000000003,104.32799999999999,885.0,153,1,8,17-02-2019
494,NOLSM919,1,Implantation,1.713315e+16,1.369364e+17,1.27114e+18,2.996128e+17,5.999996e+17,31692.407000000003,104.575,906.0,156,1,9,17-02-2019
495,NOLSM10110,2,Implantation,8354681000000000.0,2.650113e+16,4.66949e+17,3.010596e+17,5.999989e+17,32927.629,106.633,898.0,158,1,10,17-02-2019
496,NOLSM11111,3,Implantation,1.736793e+16,2.39343e+16,9.600094e+17,2.989463e+17,6.000002e+17,31691.366,105.291,891.0,156,1,11,17-02-2019
497,NOLSM12112,3,Implantation,1.371259e+16,8.908177e+16,7.436403e+17,3.003316e+17,5.999984e+17,31201.151,105.485,906.0,153,1,12,17-02-2019
498,NOLSM13113,2,Implantation,1.376035e+16,1.218307e+17,7.799705e+17,3.025238e+17,6.000021e+17,31655.39,104.646,898.0,151,1,13,17-02-2019
499,NOLSM14114,1,Implantation,1.261232e+16,1.114255e+17,6.0035e+17,3.029654e+17,6.000011e+17,30953.889,104.291,897.0,152,1,14,17-02-2019
500,NOLSM15115,1,Implantation,7253277000000000.0,9.582958e+16,2.286922e+17,3.009416e+17,5.999996e+17,31211.391,102.585,899.0,151,1,15,17-02-2019
501,NOLSM16116,2,Implantation,9515444000000000.0,4.841094e+16,9.963945e+17,2.992162e+17,5.999984e+17,31603.462000000003,106.007,910.0,156,1,16,17-02-2019
502,NOLSM17117,3,Implantation,1.288988e+16,5.537654e+16,5.802794e+17,2.99731e+17,5.999975e+17,31197.908,103.454,910.0,155,1,17,17-02-2019
503,NOLSM18118,3,Implantation,8412184000000000.0,1.656621e+17,9.850025e+17,3.00217e+17,5.999992e+17,31359.595,103.046,894.0,156,1,18,17-02-2019
504,NOLSM19119,2,Implantation,1.30369e+16,1.003419e+17,7.400214e+17,3.016296e+17,5.999994e+17,32409.504,106.244,899.0,154,1,19,17-02-2019
505,NOLSM20120,1,Implantation,1.233285e+16,9.301029e+16,2.58609e+17,3.034747e+17,6.000006e+17,32922.767,104.804,923.0,152,1,20,17-02-2019
506,NOLSM21121,1,Implantation,1.417545e+16,1.866649e+16,2.188458e+17,3.011953e+17,6.00001e+17,30786.77,101.334,920.0,154,1,21,17-02-2019
507,NOLSM22122,2,Implantation,9743628000000000.0,1.412765e+17,3.595885e+17,3.000941e+17,5.999988e+17,30857.277000000002,101.93299999999999,897.0,154,1,22,17-02-2019
508,NOLSM23123,3,Implantation,1.255924e+16,3.112503e+16,7.90051e+17,3.023858e+17,5.99999e+17,32295.6,100.745,884.0,155,1,23,17-02-2019
509,NOLSM24124,3,Implantation,5205382000000000.0,4.092096e+16,6.657654e+17,3.00668e+17,5.999966e+17,31614.158,104.38,917.0,155,1,24,17-02-2019
510,NOLSM25125,2,Implantation,1.769117e+16,1.305478e+17,9.923419e+17,3.005993e+17,5.999993e+17,30534.747000000003,100.51700000000001,915.0,156,1,25,17-02-2019
511,NOLSM26126,1,Implantation,2.046552e+16,1.427244e+17,5.002561e+17,3.000664e+17,6.000002e+17,32268.827999999998,102.99799999999999,898.0,159,1,26,17-02-2019
512,NOLSM27127,1,Implantation,1.010194e+16,2.132326e+16,7.534695e+17,3.01607e+17,6.00001e+17,31093.054,101.814,903.0,156,1,27,17-02-2019
513,NOLSM541211,2,Implantation,1.96097e+16,1.650201e+17,2.111725e+17,3.004396e+17,6.000004e+17,32302.213,104.667,934.0,157,21,1,17-02-2019
514,NOLSM542212,3,Implantation,1.308904e+16,1.300819e+17,6.302677e+17,3.012086e+17,5.999987e+17,32301.804,105.49799999999999,933.0,158,21,2,17-02-2019
515,NOLSM543213,3,Implantation,2.125899e+16,1.543539e+17,1018508000000.0,3.010809e+17,5.999999e+17,32300.132999999998,104.943,931.0,157,21,3,17-02-2019
516,NOLSM544214,2,Implantation,1.350751e+16,1.069734e+17,1.027742e+16,2.992235e+17,5.999984e+17,32300.191000000003,105.104,928.0,158,21,4,17-02-2019
517,NOLSM545215,1,Implantation,5854710000000000.0,3.488347e+16,2.279936e+16,2.983283e+17,6.000004e+17,32299.577,105.413,938.0,158,21,5,17-02-2019
518,NOLSM546216,1,Implantation,1.853831e+16,2197453000000000.0,27458226884.0,3.015342e+17,6.000014e+17,32299.568,106.43299999999999,938.0,160,21,6,17-02-2019
519,NOLSM547217,2,Implantation,1.561375e+16,43926980000000.0,108622700000000.0,3.005677e+17,5.999997e+17,32299.833,106.404,932.0,160,21,7,17-02-2019
520,NOLSM548218,3,Implantation,1.677202e+16,1.425758e+16,98061020000000.0,3.006389e+17,5.999994e+17,32300.763,105.575,937.0,158,21,8,17-02-2019
521,NOLSM549219,3,Implantation,1.425577e+16,1.067394e+17,5.712897e+17,2.985864e+17,5.999989e+17,32302.167,105.56299999999999,922.0,158,21,9,17-02-2019
522,NOLSM5502110,2,Implantation,1.682071e+16,1.644341e+17,7.773067e+17,2.996121e+17,6.000002e+17,32302.291,104.26299999999999,929.0,156,21,10,17-02-2019
523,NOLSM5512111,1,Implantation,1.458615e+16,2268193000000000.0,5.918993e+16,2.999739e+17,5.999994e+17,32297.831000000002,104.728,927.0,157,21,11,17-02-2019
524,NOLSM5522112,1,Implantation,1.434732e+16,1.119017e+17,5.203615e+17,2.987086e+17,6.000005e+17,32301.493,104.633,924.0,157,21,12,17-02-2019
525,NOLSM5532113,3,Implantation,1.034814e+16,1.028102e+17,5.834043e+17,2.997104e+17,6.000015e+17,32300.641,104.301,923.0,156,21,13,17-02-2019
526,NOLSM5542114,3,Implantation,1.780578e+16,1.351668e+17,3.207938e+16,3.004882e+17,6.000002e+17,32301.962000000003,104.59200000000001,924.0,157,21,14,17-02-2019
527,NOLSM5552115,2,Implantation,4872303000000000.0,1.44659e+16,2.917002e+17,3.022345e+17,5.999988e+17,32296.959,104.787,923.0,157,21,15,17-02-2019
528,NOLSM5562116,1,Implantation,1.168006e+16,1.157667e+17,9.426618e+16,3.019191e+17,6.000007e+17,32299.553,104.375,929.0,157,21,16,17-02-2019
529,NOLSM5572117,1,Implantation,7556981000000000.0,2.9316e+16,894104800000000.0,2.994184e+17,6.000002e+17,32300.0,104.65899999999999,918.0,157,21,17,17-02-2019
530,NOLSM5582118,2,Implantation,1.541319e+16,1.36466e+17,1.887095e+17,3.003867e+17,5.999998e+17,32299.332000000002,103.766,921.0,156,21,18,17-02-2019
531,NOLSM5592119,3,Implantation,5274932000000000.0,4.070789e+16,1.087434e+17,2.997984e+17,5.999989e+17,32302.041,104.07799999999999,921.0,156,21,19,17-02-2019
532,NOLSM5602120,2,Implantation,6882708000000000.0,5.418672e+16,6.583192e+16,3.000671e+17,5.999987e+17,32305.414,103.699,921.0,156,21,20,17-02-2019
533,NOLSM5612121,1,Implantation,1.622339e+16,1.396531e+17,2.960193e+16,2.988304e+17,5.999986e+17,32299.686,103.919,920.0,156,21,21,17-02-2019
534,NOLSM5622122,1,Implantation,7512348000000000.0,5.460003e+16,1.323255e+17,2.991848e+17,6.000009e+17,32300.601000000002,103.634,916.0,155,21,22,17-02-2019
535,NOLSM5632123,2,Implantation,5254092000000000.0,2147564000000000.0,2272695000000.0,3.001018e+17,5.999981e+17,32299.226000000002,103.488,919.0,155,21,23,17-02-2019
536,NOLSM5642124,3,Implantation,1.753976e+16,1.545131e+17,1.036657e+18,3.013566e+17,6.000022e+17,32298.267000000003,103.604,918.0,155,21,24,17-02-2019
537,NOLSM5652125,3,Implantation,9734391000000000.0,509211700000000.0,6022630000000000.0,3.003824e+17,6.000006e+17,32299.142000000003,103.249,920.0,155,21,25,17-02-2019
538,NOLSM5662126,2,Implantation,2.071995e+16,1.221343e+17,4.112089e+17,3.00455e+17,5.999993e+17,32301.724,103.595,918.0,155,21,26,17-02-2019
539,NOLSM5672127,1,Implantation,1.075647e+16,1.530867e+16,6889830000000000.0,3.014131e+17,5.999984e+17,32202.644,103.19200000000001,924.0,155,21,27,17-02-2019
540,NOLSM282128,1,Implantation,5931327000000000.0,9.218457e+16,1.203848e+17,2.998575e+17,6.000007e+17,31490.992000000002,105.795,890.0,154,2,28,18-02-2019
541,NOLSM292229,2,Implantation,1.1191e+16,9.480994e+16,5.555139e+17,3.012355e+17,6.00002e+17,32725.266,103.911,911.0,156,2,29,18-02-2019
542,NOLSM302330,3,Implantation,7301236000000000.0,6.260504e+16,8.161858e+17,3.00526e+17,5.999989e+17,31538.327999999998,103.92399999999999,896.0,152,2,30,18-02-2019
543,NOLSM312431,1,Implantation,1.788175e+16,9.120778e+16,6.309891e+17,2.999588e+17,5.999975e+17,31998.259,100.411,920.0,154,2,31,18-02-2019
544,NOLSM322532,2,Implantation,9719014000000000.0,8.635994e+16,6.325446e+17,2.999648e+17,5.99998e+17,31811.636000000002,103.273,923.0,154,2,32,18-02-2019
545,NOLSM332633,3,Implantation,1.341e+16,1.687066e+17,3.91677e+17,3.01244e+17,6.000007e+17,32124.08,104.34,900.0,157,2,33,18-02-2019
546,NOLSM342734,1,Implantation,8521005000000000.0,1.903487e+17,5.608997e+17,2.982403e+17,5.999996e+17,30891.41,100.36200000000001,910.0,154,2,34,18-02-2019
547,NOLSM352835,2,Implantation,9279492000000000.0,1.044419e+17,8.953365e+17,3.012918e+17,5.999988e+17,31517.072,105.868,885.0,153,2,35,18-02-2019
548,NOLSM362936,3,Implantation,1.42147e+16,1.323863e+17,8.00019e+17,3.003464e+17,5.999997e+17,31790.504,100.63799999999999,867.0,150,2,36,18-02-2019
549,NOLSM3721037,1,Implantation,6515570000000000.0,8.246812e+16,6.083421e+17,3.007726e+17,5.999991e+17,32067.825,102.656,901.0,154,2,37,18-02-2019
550,NOLSM3821138,2,Implantation,1.419174e+16,1.492151e+17,5.787467e+17,3.009167e+17,5.999987e+17,31126.867000000002,105.072,893.0,158,2,38,18-02-2019
551,NOLSM3921239,3,Implantation,1.132399e+16,1.133253e+17,-6.93096e+16,2.99431e+17,6.000005e+17,31104.202999999998,102.618,923.0,157,2,39,18-02-2019
552,NOLSM4021340,1,Implantation,1.111963e+16,1.227923e+17,4.506595e+17,3.023499e+17,6e+17,32566.66,99.988,887.0,155,2,40,18-02-2019
553,NOLSM4121441,2,Implantation,1.034284e+16,8.154826e+16,6.380694e+17,3.012074e+17,6.000002e+17,32521.877,99.525,892.0,153,2,41,18-02-2019
554,NOLSM4221542,3,Implantation,1.334222e+16,3.680414e+16,4.287332e+17,3.0108e+17,5.999998e+17,31358.645,105.044,899.0,152,2,42,18-02-2019
555,NOLSM4321643,1,Implantation,1.059335e+16,1.224482e+16,3.955358e+17,3.010186e+17,6.000001e+17,31818.475,102.605,920.0,152,2,43,18-02-2019
556,NOLSM4421744,2,Implantation,1.688761e+16,9.402568e+16,5.7005e+17,3.011772e+17,5.999979e+17,31391.261000000002,106.14,911.0,159,2,44,18-02-2019
557,NOLSM4521845,3,Implantation,6156502000000000.0,1.622314e+17,5.928143e+17,3.011139e+17,6.000005e+17,32378.318,104.60799999999999,900.0,150,2,45,18-02-2019
558,NOLSM4621946,1,Implantation,1.045914e+16,1.83099e+17,6.403237e+17,3.00411e+17,5.999986e+17,31655.808999999997,106.163,892.0,151,2,46,18-02-2019
559,NOLSM4722047,2,Implantation,1.223585e+16,8.918856e+16,1.193315e+17,3.004486e+17,6.000003e+17,31475.03,104.42299999999999,867.0,155,2,47,18-02-2019
560,NOLSM4822148,3,Implantation,1.005931e+16,1.335522e+17,5.191531e+17,3.013429e+17,5.999988e+17,32535.702999999998,100.868,894.0,153,2,48,18-02-2019
561,NOLSM4922249,1,Implantation,6899294000000000.0,7.734505e+16,7.215884e+17,2.996633e+17,5.999993e+17,30855.391,104.15799999999999,891.0,151,2,49,18-02-2019
562,NOLSM5022350,2,Implantation,1.584094e+16,7.242481e+16,1.703645e+17,3.002622e+17,6.000008e+17,31108.4,102.193,871.0,159,2,50,18-02-2019
563,NOLSM5122451,3,Implantation,9799744000000000.0,1.168306e+17,9.722509e+17,2.992619e+17,5.999992e+17,31638.792,105.637,920.0,157,2,51,18-02-2019
